"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Country","Nationality_plural","Q_TotalDuration","Nationality_plural_n","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO","country"
"131","2022-09-19 19:06:11","2022-09-19 19:13:05",0,100,413,1,"2022-09-19 19:13:05","anonymous","DE",1,1,28,0,1,1,9,5,1,"1|2|3|4|5",50,25,5,15,5,"1|2|3|4|5",1,"1|2|3|4|5",60,20,10,5,5,"1|2|3|4|5",5,70,30,"1|2",3,60,40,"1|2",3,1,2,4,4,2,"Deutsche/r","Deutschland","Deutsche",413,"Deutschen","Complete","18-29",0,1,"Intervention","Pass","FL_64","Intervention","Germany"
"132","2022-09-19 19:20:08","2022-09-19 19:23:39",0,100,211,1,"2022-09-19 19:23:40","anonymous","DE",0.899999976158142,1,26,0,1,1,10,7,2,"4|3|2|1|5",50,25,5,20,0,"4|3|2|1|5",2,"4|3|2|1|5",35,5,20,40,0,"4|3|2|1|5",5,50,50,"2|1",2,50,50,"2|1",1,2,2,3,5,1,"Deutsche/r","Deutschland","Deutsche",211,"Deutschen","Complete","18-29",1,1,"Control","Pass","FL_63","Control","Germany"
"133","2022-09-19 19:20:13","2022-09-19 19:23:54",0,100,220,1,"2022-09-19 19:23:54","anonymous","DE",1,1,24,0,1,1,10,10,4,"1|2|3|4|5",40,20,20,10,10,"1|2|3|4|5",4,"1|2|3|4|5",20,30,30,10,10,"1|2|3|4|5",4,60,40,"1|2",2,80,20,"1|2",3,2,2,4,4,1,"Deutsche/r","Deutschland","Deutsche",220,"Deutschen","Complete","18-29",1,0,"Intervention","Pass","FL_76","Intervention","Germany"
"134","2022-09-19 19:23:50","2022-09-19 19:28:24",0,100,273,1,"2022-09-19 19:28:24","anonymous","DE",0.899999976158142,1,25,1,1,1,10,10,2,"1|2|3|4|5",12,4,28,26,30,"1|2|3|4|5",2,"1|2|3|4|5",12,15,15,35,23,"1|2|3|4|5",4,45,55,"1|2",2,60,40,"1|2",2,4,2,6,5,1,"Deutsche/r","Deutschland","Deutsche",273,"Deutschen","Complete","18-29",0,0,"Intervention","Pass","FL_88","Intervention","Germany"
"135","2022-09-19 19:28:12","2022-09-19 19:29:42",0,100,90,1,"2022-09-19 19:29:43","anonymous","DE",1,1,26,1,1,1,2,3,2,"1|2|3|4|5",50,50,0,0,0,"1|2|3|4|5",2,"1|2|3|4|5",60,10,30,0,0,"1|2|3|4|5",2,52,48,"1|2",2,73,27,"1|2",2,2,2,3,5,1,"Deutsche/r","Deutschland","Deutsche",90,"Deutschen","Speeder","18-29",0,1,"Intervention","Pass","FL_64","Intervention","Germany"
"136","2022-09-19 19:27:46","2022-09-19 19:29:58",0,100,131,1,"2022-09-19 19:30:00","anonymous","DE",0.899999976158142,1,26,1,1,1,5,4,1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",2,82,18,"1|2",3,68,32,"1|2",4,3,2,3,0,2,"Deutsche/r","Deutschland","Deutsche",131,"Deutschen","Speeder","18-29",1,1,"Control","Pass","FL_63","Control","Germany"
"137","2022-09-19 19:32:30","2022-09-19 19:36:27",0,100,236,1,"2022-09-19 19:36:27","anonymous","DE",1,1,24,0,1,1,10,5,1,"4|3|2|1|5",60,20,10,2,8,"4|3|2|1|5",1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",4,70,30,"2|1",2,51,49,"2|1",3,5,2,4,5,1,"Deutsche/r","Deutschland","Deutsche",236,"Deutschen","Complete","18-29",0,0,"Intervention","Pass","FL_88","Intervention","Germany"
"138","2022-09-19 19:23:36","2022-09-19 19:38:32",0,100,896,1,"2022-09-19 19:38:34","anonymous","DE",0.899999976158142,1,73,1,1,1,10,5,2,"1|2|3|4|5",57,20,20,3,0,"1|2|3|4|5",2,"1|2|3|4|5",40,50,10,0,0,"1|2|3|4|5",4,30,70,"1|2",2,30,70,"1|2",2,3,2,4,4,1,"Deutsche/r","Deutschland","Deutsche",896,"Deutschen","Complete","60+",1,0,"Control","Pass","FL_76","Control","Germany"
"139","2022-09-19 19:32:10","2022-09-19 19:39:48",0,100,457,1,"2022-09-19 19:39:48","anonymous","DE",0.899999976158142,1,62,0,1,1,10,10,1,"4|3|2|1|5",0,46,42,12,0,"4|3|2|1|5",2,"4|3|2|1|5",49,19,25,7,0,"4|3|2|1|5",2,84,16,"2|1",3,70,30,"2|1",2,3,2,4,7,1,"Deutsche/r","Deutschland","Deutsche",457,"Deutschen","Complete","60+",1,1,"Control","Pass","FL_63","Control","Germany"
"140","2022-09-19 19:43:30","2022-09-19 19:49:43",0,100,373,1,"2022-09-19 19:49:44","anonymous","DE",1,1,62,0,1,1,7,5,2,"4|3|2|1|5",0,40,30,20,10,"4|3|2|1|5",2,"4|3|2|1|5",20,50,10,10,10,"4|3|2|1|5",4,50,50,"2|1",2,50,50,"2|1",2,2,2,4,5,2,"Deutsche/r","Deutschland","Deutsche",373,"Deutschen","Complete","60+",1,0,"Control","Pass","FL_76","Control","Germany"
"141","2022-09-19 20:00:12","2022-09-19 20:06:52",0,100,399,1,"2022-09-19 20:06:53","anonymous","DE",1,1,20,0,1,1,9,5,1,"4|3|2|1|5",17,41,35,7,0,"4|3|2|1|5",1,"4|3|2|1|5",15,40,18,7,20,"4|3|2|1|5",6,80,20,"2|1",4,70,30,"2|1",4,5,2,3,4,2,"Deutsche/r","Deutschland","Deutsche",399,"Deutschen","Complete","18-29",0,1,"Intervention","Pass","FL_64","Intervention","Germany"
"142","2022-09-19 20:04:12","2022-09-19 20:07:33",0,100,201,1,"2022-09-19 20:07:33","anonymous","DE",1,1,25,1,1,1,10,10,2,"1|2|3|4|5",38,29,17,7,9,"1|2|3|4|5",2,"1|2|3|4|5",53,22,16,9,0,"1|2|3|4|5",3,40,60,"1|2",2,70,30,"1|2",2,2,2,4,5,1,"Deutsche/r","Deutschland","Deutsche",201,"Deutschen","Complete","18-29",0,0,"Control","Pass","FL_88","Control","Germany"
"143","2022-09-19 20:20:02","2022-09-19 20:21:35",0,100,93,1,"2022-09-19 20:21:37","anonymous","DE",1,1,30,1,1,1,3,3,1,"4|3|2|1|5",0,20,37,37,6,"4|3|2|1|5",2,"4|3|2|1|5",28,0,26,27,19,"4|3|2|1|5",5,45,55,"2|1",3,55,45,"2|1",2,5,2,4,8,2,"Deutsche/r","Deutschland","Deutsche",93,"Deutschen","Speeder","30-39",0,1,"Intervention","Pass","FL_64","Intervention","Germany"
"144","2022-09-19 20:19:43","2022-09-19 20:32:39",0,100,776,1,"2022-09-19 20:32:40","anonymous","DE",1,1,56,1,1,1,10,10,1,"1|2|3|4|5",80,20,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",80,20,0,0,0,"1|2|3|4|5",6,70,30,"1|2",3,70,30,"1|2",3,2,2,3,7,2,"Deutsche/r","Deutschland","Deutsche",776,"Deutschen","Complete","50-59",0,0,"Control","Pass","FL_88","Control","Germany"
"145","2022-09-19 20:13:29","2022-09-19 20:33:34",0,100,1205,1,"2022-09-19 20:33:34","anonymous","DE",1,1,28,0,1,1,10,8,2,"1|2|3|4|5",27,44,6,7,16,"1|2|3|4|5",2,"1|2|3|4|5",43,37,6,3,11,"1|2|3|4|5",1,66,34,"1|2",3,45,55,"1|2",2,3,2,4,6,2,"Deutsche/r","Deutschland","Deutsche",1205,"Deutschen","Complete","18-29",0,0,"Control","Pass","FL_88","Control","Germany"
"146","2022-09-19 20:32:20","2022-09-19 20:37:20",0,100,300,1,"2022-09-19 20:37:21","anonymous","DE",1,1,27,1,1,1,5,5,2,"1|2|3|4|5",40,25,10,3,22,"1|2|3|4|5",2,"1|2|3|4|5",30,30,10,5,25,"1|2|3|4|5",6,49,51,"1|2",2,66,34,"1|2",2,2,2,3,4,1,"Deutsche/r","Deutschland","Deutsche",300,"Deutschen","Complete","18-29",0,1,"Intervention","Pass","FL_64","Intervention","Germany"
"147","2022-09-19 20:46:50","2022-09-19 20:50:07",0,100,196,1,"2022-09-19 20:50:08","anonymous","DE",0.899999976158142,1,45,0,1,1,10,10,1,"1|2|3|4|5",28,24,6,30,12,"1|2|3|4|5",3,"1|2|3|4|5",9,21,27,43,0,"1|2|3|4|5",6,74,26,"1|2",3,32,68,"1|2",3,7,2,4,6,2,"Deutsche/r","Deutschland","Deutsche",196,"Deutschen","Complete","40-49",1,1,"Control","Pass","FL_63","Control","Germany"
"148","2022-09-19 20:54:32","2022-09-19 20:55:21",0,100,49,1,"2022-09-19 20:55:23","anonymous","DE",0.899999976158142,1,28,0,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",49,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"149","2022-09-19 20:58:14","2022-09-19 21:02:41",0,100,266,1,"2022-09-19 21:02:41","anonymous","DE",0.899999976158142,1,53,1,1,1,10,10,1,"4|3|2|1|5",18,41,11,6,24,"4|3|2|1|5",1,"4|3|2|1|5",33,13,28,26,0,"4|3|2|1|5",7,93,7,"2|1",3,64,36,"2|1",2,1,2,2,0,1,"Deutsche/r","Deutschland","Deutsche",266,"Deutschen","Complete","50-59",0,0,"Intervention","Pass","FL_88","Intervention","Germany"
"150","2022-09-19 21:01:49","2022-09-19 21:03:45",0,100,115,1,"2022-09-19 21:03:45","anonymous","DE",1,1,26,1,1,1,8,8,5,"1|2|3|4|5",22,24,10,15,29,"1|2|3|4|5",5,"1|2|3|4|5",10,14,12,26,38,"1|2|3|4|5",4,48,52,"1|2",3,44,56,"1|2",2,99,2,4,4,2,"Deutsche/r","Deutschland","Deutsche",115,"Deutschen","Speeder","18-29",1,0,"Control","Pass","FL_76","Control","Germany"
"151","2022-09-19 21:05:47","2022-09-19 21:10:18",0,100,270,1,"2022-09-19 21:10:20","anonymous","DE",0.899999976158142,1,28,1,1,1,4,6,2,"1|2|3|4|5",12,49,19,6,14,"1|2|3|4|5",1,"1|2|3|4|5",45,21,34,0,0,"1|2|3|4|5",4,25,75,"1|2",2,43,57,"1|2",2,4,2,6,5,1,"Deutsche/r","Deutschland","Deutsche",270,"Deutschen","Complete","18-29",0,1,"Intervention","Pass","FL_64","Intervention","Germany"
"152","2022-09-19 21:14:07","2022-09-19 21:19:04",0,100,297,1,"2022-09-19 21:19:05","anonymous","DE",1,1,45,0,1,1,10,8,1,"4|3|2|1|5",50,20,15,5,10,"4|3|2|1|5",1,"4|3|2|1|5",40,40,10,5,5,"4|3|2|1|5",7,75,25,"2|1",3,10,90,"2|1",4,5,2,4,5,1,"Deutsche/r","Deutschland","Deutsche",297,"Deutschen","Complete","40-49",1,1,"Control","Pass","FL_63","Control","Germany"
"153","2022-09-19 21:34:07","2022-09-19 21:39:08",0,100,300,1,"2022-09-19 21:39:09","anonymous","DE",0.899999976158142,1,27,1,1,1,6,4,1,"1|2|3|4|5",55,30,5,5,5,"1|2|3|4|5",1,"1|2|3|4|5",60,25,5,2,8,"1|2|3|4|5",4,30,70,"1|2",3,40,60,"1|2",3,3,2,3,5,1,"Deutsche/r","Deutschland","Deutsche",300,"Deutschen","Complete","18-29",1,0,"Control","Pass","FL_76","Control","Germany"
"154","2022-09-19 21:41:03","2022-09-19 21:46:06",0,100,303,1,"2022-09-19 21:46:07","anonymous","DE",0.899999976158142,1,57,1,1,1,3,0,1,"1|2|3|4|5",32,48,10,5,5,"1|2|3|4|5",1,"1|2|3|4|5",20,45,25,5,5,"1|2|3|4|5",4,70,30,"1|2",3,71,29,"1|2",3,5,2,4,3,2,"Deutsche/r","Deutschland","Deutsche",303,"Deutschen","Complete","50-59",0,1,"Intervention","Pass","FL_64","Intervention","Germany"
"155","2022-09-19 21:48:35","2022-09-19 21:49:01",0,100,25,1,"2022-09-19 21:49:02","anonymous","DE",1,1,27,0,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",25,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"156","2022-09-19 21:49:59","2022-09-19 21:50:41",0,100,41,1,"2022-09-19 21:50:43","anonymous","DE",1,1,29,0,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",41,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"157","2022-09-19 21:51:43","2022-09-19 21:52:06",0,100,22,1,"2022-09-19 21:52:06","anonymous","DE",1,1,24,1,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",22,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"158","2022-09-19 21:57:28","2022-09-19 21:58:00",0,100,32,1,"2022-09-19 21:58:01","anonymous","DE",1,1,27,0,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",32,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"159","2022-09-19 21:59:00","2022-09-19 21:59:18",0,100,17,1,"2022-09-19 21:59:18","anonymous","DE",0.800000011920929,1,25,0,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",17,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"160","2022-09-19 21:55:58","2022-09-19 22:03:56",0,100,477,1,"2022-09-19 22:03:56","anonymous","DE",1,1,52,1,1,1,6,4,1,"1|2|3|4|5",60,11,5,4,20,"1|2|3|4|5",1,"1|2|3|4|5",52,34,5,3,6,"1|2|3|4|5",6,60,40,"1|2",4,39,61,"1|2",4,5,2,6,5,1,"Deutsche/r","Deutschland","Deutsche",477,"Deutschen","Complete","50-59",0,0,"Control","Pass","FL_88","Control","Germany"
"161","2022-09-19 21:59:16","2022-09-19 22:04:57",0,100,340,1,"2022-09-19 22:04:59","anonymous","DE",0.899999976158142,1,69,0,1,1,10,5,2,"4|3|2|1|5",20,30,10,30,10,"4|3|2|1|5",2,"4|3|2|1|5",10,30,10,10,40,"4|3|2|1|5",6,59,41,"2|1",2,41,59,"2|1",3,2,2,4,6,1,"Deutsche/r","Deutschland","Deutsche",340,"Deutschen","Complete","60+",1,1,"Intervention","Pass","FL_63","Intervention","Germany"
"162","2022-09-19 22:05:28","2022-09-19 22:05:52",0,100,24,1,"2022-09-19 22:05:52","anonymous","DE",1,1,25,1,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",24,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"163","2022-09-19 22:05:24","2022-09-19 22:11:44",0,100,379,1,"2022-09-19 22:11:44","anonymous","DE",0.899999976158142,1,51,0,1,1,10,10,1,"4|3|2|1|5",42,33,15,5,5,"4|3|2|1|5",1,"4|3|2|1|5",50,28,9,10,3,"4|3|2|1|5",3,28,72,"2|1",4,82,18,"2|1",1,7,2,4,4,1,"Deutsche/r","Deutschland","Deutsche",379,"Deutschen","Complete","50-59",1,1,"Intervention","Pass","FL_63","Intervention","Germany"
"164","2022-09-19 22:11:38","2022-09-19 22:12:17",0,100,39,1,"2022-09-19 22:12:18","anonymous","DE",1,1,26,0,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",39,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"165","2022-09-19 22:12:36","2022-09-19 22:13:00",0,100,24,1,"2022-09-19 22:13:01","anonymous","DE",0.699999988079071,1,18,0,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",24,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"166","2022-09-19 22:29:57","2022-09-19 22:30:39",0,100,41,1,"2022-09-19 22:30:39","anonymous","DE",0.800000011920929,1,21,0,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",41,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"167","2022-09-19 22:40:30","2022-09-19 22:40:54",0,100,23,1,"2022-09-19 22:40:54","anonymous","DE",1,1,23,0,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",23,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"168","2022-09-19 22:46:17","2022-09-19 22:46:44",0,100,26,1,"2022-09-19 22:46:45","anonymous","DE",1,1,23,0,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",26,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"169","2022-09-19 17:54:34","2022-09-19 22:49:18",0,100,17684,1,"2022-09-19 22:49:20","anonymous","DE",1,1,27,1,1,1,10,10,2,"4|3|2|1|5",50,20,15,5,10,"4|3|2|1|5",2,"4|3|2|1|5",30,20,33,10,7,"4|3|2|1|5",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",17684,"Deutschen","","18-29",0,1,"","","FL_64","Intervention","Germany"
"170","2022-09-19 22:51:58","2022-09-19 22:52:27",0,100,28,1,"2022-09-19 22:52:27","anonymous","DE",1,1,27,0,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",28,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"171","2022-09-19 22:57:59","2022-09-19 23:06:05",0,100,485,1,"2022-09-19 23:06:05","anonymous","DE",1,1,53,0,1,1,8,8,2,"1|2|3|4|5",26,47,12,5,10,"1|2|3|4|5",1,"1|2|3|4|5",45,32,15,0,8,"1|2|3|4|5",2,33,67,"1|2",2,73,27,"1|2",2,3,2,4,6,1,"Deutsche/r","Deutschland","Deutsche",485,"Deutschen","Complete","50-59",1,0,"Control","Pass","FL_76","Control","Germany"
"172","2022-09-19 23:09:38","2022-09-19 23:09:52",0,100,13,1,"2022-09-19 23:09:52","anonymous","DE",1,1,19,1,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",13,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"173","2022-09-19 23:25:25","2022-09-19 23:25:45",0,100,19,1,"2022-09-19 23:25:47","anonymous","DE",1,1,28,1,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",19,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"174","2022-09-20 00:07:42","2022-09-20 00:08:33",0,100,50,1,"2022-09-20 00:08:34","anonymous","DE",1,1,61,1,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",50,"Deutschen","Screenout","60+",NA,NA,"","","","","Germany"
"175","2022-09-20 00:11:53","2022-09-20 00:14:32",0,100,158,1,"2022-09-20 00:14:32","anonymous","DE",0.899999976158142,1,25,1,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",158,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"176","2022-09-20 00:18:05","2022-09-20 00:18:50",0,100,45,1,"2022-09-20 00:18:51","anonymous","DE",0.899999976158142,1,24,1,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",45,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"177","2022-09-20 00:21:45","2022-09-20 00:24:38",0,100,172,1,"2022-09-20 00:24:40","anonymous","DE",1,1,26,1,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",172,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"178","2022-09-20 01:58:09","2022-09-20 02:03:47",0,100,337,1,"2022-09-20 02:03:48","anonymous","DE",1,1,49,1,1,1,5,5,2,"4|3|2|1|5",15,30,30,10,15,"4|3|2|1|5",2,"4|3|2|1|5",25,25,20,20,10,"4|3|2|1|5",3,60,40,"2|1",2,60,40,"2|1",2,2,2,4,3,1,"Deutsche/r","Deutschland","Deutsche",337,"Deutschen","Complete","40-49",0,0,"Control","Pass","FL_88","Control","Germany"
"179","2022-09-20 02:06:04","2022-09-20 02:07:27",0,100,82,1,"2022-09-20 02:07:27","anonymous","DE",1,1,28,0,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",82,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"180","2022-09-20 05:19:00","2022-09-20 05:23:29",0,100,268,1,"2022-09-20 05:23:29","anonymous","DE",1,1,49,0,1,1,10,10,2,"4|3|2|1|5",50,40,0,10,0,"4|3|2|1|5",2,"4|3|2|1|5",0,58,17,25,0,"4|3|2|1|5",4,22,78,"2|1",3,19,81,"2|1",4,4,2,4,5,1,"Deutsche/r","Deutschland","Deutsche",268,"Deutschen","Complete","40-49",0,1,"Intervention","Pass","FL_64","Intervention","Germany"
"181","2022-09-20 05:56:20","2022-09-20 05:57:07",0,100,47,1,"2022-09-20 05:57:09","anonymous","DE",0.899999976158142,1,29,0,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",47,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"182","2022-09-20 05:54:07","2022-09-20 05:58:24",0,100,257,1,"2022-09-20 05:58:26","anonymous","DE",1,1,45,1,1,1,9,8,1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",6,74,26,"1|2",3,56,44,"1|2",3,4,2,4,4,1,"Deutsche/r","Deutschland","Deutsche",257,"Deutschen","Complete","40-49",0,0,"Control","Pass","FL_88","Control","Germany"
"183","2022-09-20 06:16:22","2022-09-20 06:17:01",0,100,39,1,"2022-09-20 06:17:03","anonymous","DE",0.899999976158142,1,28,0,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",39,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"184","2022-09-20 06:49:51","2022-09-20 06:50:14",0,100,23,1,"2022-09-20 06:50:15","anonymous","DE",1,1,20,0,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",23,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"185","2022-09-20 07:04:09","2022-09-20 07:08:53",0,100,284,1,"2022-09-20 07:08:55","anonymous","DE",1,1,62,0,1,1,9,9,2,"1|2|3|4|5",50,50,0,0,0,"1|2|3|4|5",2,"1|2|3|4|5",70,30,0,0,0,"1|2|3|4|5",4,40,60,"1|2",2,50,50,"1|2",1,99,2,4,5,1,"Deutsche/r","Deutschland","Deutsche",284,"Deutschen","Complete","60+",0,1,"Intervention","Pass","FL_64","Intervention","Germany"
"186","2022-09-20 07:33:41","2022-09-20 07:38:18",0,100,277,1,"2022-09-20 07:38:20","anonymous","DE",1,1,52,1,1,1,10,8,2,"1|2|3|4|5",29,43,22,6,0,"1|2|3|4|5",2,"1|2|3|4|5",24,36,25,15,0,"1|2|3|4|5",4,44,56,"1|2",2,55,45,"1|2",2,2,2,6,7,1,"Deutsche/r","Deutschland","Deutsche",277,"Deutschen","Complete","50-59",1,1,"Intervention","Pass","FL_63","Intervention","Germany"
"187","2022-09-20 07:35:06","2022-09-20 07:42:46",0,100,460,1,"2022-09-20 07:42:48","anonymous","DE",1,1,33,1,1,1,9,8,1,"4|3|2|1|5",40,30,10,10,10,"4|3|2|1|5",1,"4|3|2|1|5",35,20,20,10,15,"4|3|2|1|5",5,70,30,"2|1",4,70,30,"2|1",4,3,2,6,3,1,"Deutsche/r","Deutschland","Deutsche",460,"Deutschen","Complete","30-39",1,0,"Control","Pass","FL_76","Control","Germany"
"188","2022-09-20 08:00:56","2022-09-20 08:04:17",0,100,201,1,"2022-09-20 08:04:17","anonymous","DE",1,1,59,0,1,1,10,8,3,"1|2|3|4|5",0,0,0,0,100,"1|2|3|4|5",2,"1|2|3|4|5",0,0,0,0,100,"1|2|3|4|5",6,50,50,"1|2",2,49,51,"1|2",1,1,2,4,5,2,"Deutsche/r","Deutschland","Deutsche",201,"Deutschen","Complete","50-59",1,1,"Intervention","Pass","FL_63","Intervention","Germany"
