"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Country","Nationality_plural","Q_TotalDuration","Nationality_Italian","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO","country"
"55","2022-09-22 08:04:15","2022-09-22 08:09:53",0,100,337,1,"2022-09-22 08:09:53","anonymous","IT",1,1,60,0,1,1,10,10,2,"4|3|2|1|5",48,40,3,9,0,"4|3|2|1|5",1,"4|3|2|1|5",50,34,10,0,6,"4|3|2|1|5",4,40,60,"2|1",3,18,82,"2|1",3,99,2,4,5,1,"Italiano/a","Italia","Italiani",337,"Italiano","Complete","60+",1,1,"Control","Pass","FL_63","Control","Italy"
"56","2022-09-22 08:07:58","2022-09-22 08:10:37",0,100,159,1,"2022-09-22 08:10:37","anonymous","IT",0.899999976158142,1,34,0,1,1,10,8,1,"1|2|3|4|5",74,26,0,0,0,"1|2|3|4|5",2,"1|2|3|4|5",77,23,0,0,0,"1|2|3|4|5",4,72,28,"1|2",2,54,46,"1|2",3,3,2,5,8,1,"Italiano/a","Italia","Italiani",159,"Italiano","Speeder","30-39",1,0,"Intervention","Pass","FL_76","Intervention","Italy"
"57","2022-09-22 09:05:16","2022-09-22 09:12:05",0,100,408,1,"2022-09-22 09:12:05","anonymous","IT",0.899999976158142,1,32,0,1,1,10,10,1,"4|3|2|1|5",52,43,5,0,0,"4|3|2|1|5",1,"4|3|2|1|5",13,17,15,3,52,"4|3|2|1|5",5,70,30,"2|1",3,50,50,"2|1",3,5,2,4,5,1,"Italiano/a","Italia","Italiani",408,"Italiano","Complete","30-39",0,1,"Control","Pass","FL_64","Control","Italy"
"58","2022-09-26 09:19:39","2022-09-26 09:21:42",0,100,123,1,"2022-09-26 09:21:42","anonymous","IT",1,1,27,1,1,1,9,9,1,"1|2|3|4|5",30,45,25,0,0,"1|2|3|4|5",1,"1|2|3|4|5",35,45,20,0,0,"1|2|3|4|5",7,51,49,"1|2",1,39,61,"1|2",4,7,2,6,4,1,"Italiano/a","Italia","Italiani",123,"Italiano","Speeder","18-29",1,0,"Intervention","Pass","FL_76","Intervention","Italy"
"59","2022-09-26 09:19:34","2022-09-26 09:21:56",0,100,141,1,"2022-09-26 09:21:56","anonymous","IT",0.899999976158142,1,22,1,1,1,10,8,2,"4|3|2|1|5",0,78,22,0,0,"4|3|2|1|5",2,"4|3|2|1|5",0,26,18,56,0,"4|3|2|1|5",4,77,23,"2|1",3,50,50,"2|1",3,3,2,4,8,2,"Italiano/a","Italia","Italiani",141,"Italiano","Speeder","18-29",1,1,"Intervention","Pass","FL_63","Intervention","Italy"
"60","2022-09-26 09:19:34","2022-09-26 09:22:01",0,100,146,1,"2022-09-26 09:22:02","anonymous","IT",1,1,24,1,1,1,7,9,1,"1|2|3|4|5",47,36,10,7,0,"1|2|3|4|5",2,"1|2|3|4|5",21,12,27,40,0,"1|2|3|4|5",6,26,74,"1|2",4,33,67,"1|2",3,7,2,5,3,1,"Italiano/a","Italia","Italiani",146,"Italiano","Speeder","18-29",1,0,"Control","Pass","FL_76","Control","Italy"
"61","2022-09-26 09:19:21","2022-09-26 09:23:58",0,100,276,1,"2022-09-26 09:23:58","anonymous","IT",0.899999976158142,1,28,1,1,1,10,10,2,"1|2|3|4|5",43,27,30,0,0,"1|2|3|4|5",2,"1|2|3|4|5",73,25,2,0,0,"1|2|3|4|5",5,60,40,"1|2",2,40,60,"1|2",2,5,2,4,2,2,"Italiano/a","Italia","Italiani",276,"Italiano","Complete","18-29",0,1,"Control","Pass","FL_64","Control","Italy"
"62","2022-09-26 09:18:47","2022-09-26 09:25:58",0,100,430,1,"2022-09-26 09:25:58","anonymous","IT",1,1,20,0,1,1,10,6,1,"1|2|3|4|5",0,40,60,0,0,"1|2|3|4|5",1,"1|2|3|4|5",30,70,0,0,0,"1|2|3|4|5",4,91,9,"1|2",3,83,17,"1|2",3,4,2,4,2,1,"Italiano/a","Italia","Italiani",430,"Italiano","Complete","18-29",0,0,"Intervention","Pass","FL_88","Intervention","Italy"
"63","2022-09-26 09:25:35","2022-09-26 09:25:59",0,100,24,1,"2022-09-26 09:26:01","anonymous","IT",1,1,26,1,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Italiano/a","Italia","Italiani",24,"Italiano","Screenout","18-29",NA,NA,"","","","","Italy"
"64","2022-09-26 09:21:26","2022-09-26 09:26:24",0,100,297,1,"2022-09-26 09:26:24","anonymous","IT",1,1,22,0,1,1,6,4,2,"1|2|3|4|5",62,38,0,0,0,"1|2|3|4|5",2,"1|2|3|4|5",47,47,6,0,0,"1|2|3|4|5",3,61,39,"1|2",3,40,60,"1|2",2,4,2,4,5,1,"Italiano/a","Italia","Italiani",297,"Italiano","Complete","18-29",1,1,"Control","Pass","FL_63","Control","Italy"
"65","2022-09-26 09:20:07","2022-09-26 09:26:34",0,100,386,1,"2022-09-26 09:26:34","anonymous","IT",1,1,28,0,1,1,7,7,2,"4|3|2|1|5",20,18,24,25,13,"4|3|2|1|5",1,"4|3|2|1|5",19,10,16,26,29,"4|3|2|1|5",6,36,64,"2|1",3,34,66,"2|1",3,4,2,4,2,3,"Italiano/a","Italia","Italiani",386,"Italiano","Complete","18-29",0,0,"Intervention","Pass","FL_88","Intervention","Italy"
"66","2022-09-26 09:18:58","2022-09-26 09:26:55",0,100,477,1,"2022-09-26 09:26:55","anonymous","IT",1,1,25,0,1,1,2,1,1,"4|3|2|1|5",72,28,0,0,0,"4|3|2|1|5",1,"4|3|2|1|5",56,33,3,8,0,"4|3|2|1|5",6,49,51,"2|1",4,0,100,"2|1",4,7,2,5,5,1,"Italiano/a","Italia","Italiani",477,"Italiano","Complete","18-29",0,0,"Intervention","Pass","FL_88","Intervention","Italy"
"67","2022-09-26 09:19:39","2022-09-26 09:28:33",0,100,534,1,"2022-09-26 09:28:34","anonymous","IT",1,1,27,1,1,1,5,5,1,"4|3|2|1|5",70,20,10,0,0,"4|3|2|1|5",2,"4|3|2|1|5",45,30,25,0,0,"4|3|2|1|5",2,30,70,"2|1",3,35,65,"2|1",3,5,2,4,5,1,"Italiano/a","Italia","Italiani",534,"Italiano","Complete","18-29",0,1,"Control","Pass","FL_64","Control","Italy"
"68","2022-09-26 09:19:05","2022-09-26 09:28:39",0,100,573,1,"2022-09-26 09:28:43","anonymous","IT",1,1,25,0,1,1,5,1,2,"1|2|3|4|5",30,40,16,4,10,"1|2|3|4|5",2,"1|2|3|4|5",31,39,11,5,14,"1|2|3|4|5",6,15,85,"1|2",4,15,85,"1|2",3,3,2,5,1,1,"Italiano/a","Italia","Italiani",573,"Italiano","Complete","18-29",1,1,"Control","Pass","FL_63","Control","Italy"
"69","2022-09-26 09:20:01","2022-09-26 09:29:56",0,100,595,1,"2022-09-26 09:29:56","anonymous","IT",1,1,24,0,1,1,8,5,1,"1|2|3|4|5",64,26,1,1,8,"1|2|3|4|5",1,"1|2|3|4|5",50,42,1,1,6,"1|2|3|4|5",5,82,18,"1|2",4,73,27,"1|2",4,7,2,6,0,2,"Italiano/a","Italia","Italiani",595,"Italiano","Complete","18-29",1,0,"Intervention","Pass","FL_76","Intervention","Italy"
"70","2022-09-26 09:23:12","2022-09-26 09:30:11",0,100,418,1,"2022-09-26 09:30:11","anonymous","IT",0.899999976158142,1,28,0,1,1,5,0,1,"1|2|3|4|5",35,25,0,20,20,"1|2|3|4|5",1,"1|2|3|4|5",35,25,0,20,20,"1|2|3|4|5",5,75,25,"1|2",4,80,20,"1|2",4,7,2,3,5,2,"Italiano/a","Italia","Italiani",418,"Italiano","Complete","18-29",0,1,"Control","Pass","FL_64","Control","Italy"
"71","2022-09-26 09:29:27","2022-09-26 09:30:33",0,100,65,1,"2022-09-26 09:30:33","anonymous","IT",1,1,23,0,1,1,5,7,2,"4|3|2|1|5",0,34,28,38,0,"4|3|2|1|5",2,"4|3|2|1|5",0,45,21,34,0,"4|3|2|1|5",6,59,41,"2|1",2,36,64,"2|1",3,4,2,4,7,2,"Italiano/a","Italia","Italiani",65,"Italiano","Speeder","18-29",1,1,"Control","Pass","FL_63","Control","Italy"
"72","2022-09-26 09:24:00","2022-09-26 09:31:19",0,100,439,1,"2022-09-26 09:31:19","anonymous","IT",1,1,29,0,1,1,10,7,2,"1|2|3|4|5",30,30,30,10,0,"1|2|3|4|5",1,"1|2|3|4|5",48,20,24,8,0,"1|2|3|4|5",6,60,40,"1|2",3,66,34,"1|2",4,99,2,6,3,1,"Italiano/a","Italia","Italiani",439,"Italiano","Complete","18-29",0,0,"Intervention","Pass","FL_88","Intervention","Italy"
"73","2022-09-26 09:25:28","2022-09-26 09:32:19",0,100,410,1,"2022-09-26 09:32:19","anonymous","IT",NA,1,27,0,1,1,10,8,1,"1|2|3|4|5",24,36,38,2,0,"1|2|3|4|5",1,"1|2|3|4|5",17,23,51,9,0,"1|2|3|4|5",6,39,61,"1|2",4,35,65,"1|2",4,7,2,4,4,1,"Italiano/a","Italia","Italiani",410,"Italiano","Complete","18-29",1,1,"Intervention","Pass","FL_63","Intervention","Italy"
"74","2022-09-26 09:32:44","2022-09-26 09:33:26",0,100,41,1,"2022-09-26 09:33:26","anonymous","IT",1,1,21,0,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Italiano/a","Italia","Italiani",41,"Italiano","Screenout","18-29",NA,NA,"","","","","Italy"
"75","2022-09-26 09:29:27","2022-09-26 09:37:27",0,100,480,1,"2022-09-26 09:37:27","anonymous","IT",0.899999976158142,1,29,1,1,1,10,10,2,"4|3|2|1|5",28,10,12,50,0,"4|3|2|1|5",1,"4|3|2|1|5",19,8,13,60,0,"4|3|2|1|5",7,75,25,"2|1",4,78,22,"2|1",4,4,2,6,0,2,"Italiano/a","Italia","Italiani",480,"Italiano","Complete","18-29",1,0,"Control","Pass","FL_76","Control","Italy"
"76","2022-09-26 09:30:19","2022-09-26 09:40:13",0,100,594,1,"2022-09-26 09:40:15","anonymous","IT",1,1,27,0,1,1,10,5,2,"1|2|3|4|5",52,48,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",64,36,0,0,0,"1|2|3|4|5",7,63,37,"1|2",3,64,36,"1|2",3,5,2,4,0,1,"Italiano/a","Italia","Italiani",594,"Italiano","Complete","18-29",0,0,"Intervention","Pass","FL_88","Intervention","Italy"
"77","2022-09-26 09:36:32","2022-09-26 09:41:06",0,100,273,1,"2022-09-26 09:41:07","anonymous","IT",1,1,28,0,1,1,9,10,1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",7,79,21,"1|2",4,85,15,"1|2",4,7,2,6,2,1,"Italiano/a","Italia","Italiani",273,"Italiano","Complete","18-29",0,1,"Control","Pass","FL_64","Control","Italy"
"78","2022-09-26 09:46:50","2022-09-26 09:48:09",0,100,79,1,"2022-09-26 09:48:09","anonymous","IT",1,1,21,0,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Italiano/a","Italia","Italiani",79,"Italiano","Screenout","18-29",NA,NA,"","","","","Italy"
"79","2022-09-26 09:47:05","2022-09-26 09:51:13",0,100,247,1,"2022-09-26 09:51:13","anonymous","IT",NA,1,19,0,1,1,10,8,2,"1|2|3|4|5",14,21,21,18,26,"1|2|3|4|5",4,"1|2|3|4|5",5,26,29,19,21,"1|2|3|4|5",5,29,71,"1|2",3,87,13,"1|2",2,6,2,4,8,1,"Italiano/a","Italia","Italiani",247,"Italiano","Complete","18-29",0,0,"Control","Pass","FL_88","Control","Italy"
"80","2022-09-26 09:45:17","2022-09-26 09:51:38",0,100,380,1,"2022-09-26 09:51:38","anonymous","IT",0.899999976158142,1,23,1,1,1,8,7,1,"1|2|3|4|5",85,15,0,0,0,"1|2|3|4|5",2,"1|2|3|4|5",30,70,0,0,0,"1|2|3|4|5",6,50,50,"1|2",3,30,70,"1|2",4,5,2,4,8,1,"Italiano/a","Italia","Italiani",380,"Italiano","Complete","18-29",1,1,"Intervention","Pass","FL_63","Intervention","Italy"
"81","2022-09-26 09:38:20","2022-09-26 09:53:04",0,100,884,1,"2022-09-26 09:53:04","anonymous","IT",NA,1,25,0,1,1,9,8,1,"1|2|3|4|5",35,33,9,23,0,"1|2|3|4|5",1,"1|2|3|4|5",44,34,9,13,0,"1|2|3|4|5",5,27,73,"1|2",3,44,56,"1|2",3,6,2,5,8,1,"Italiano/a","Italia","Italiani",884,"Italiano","Complete","18-29",1,0,"Control","Pass","FL_76","Control","Italy"
"82","2022-09-26 09:40:37","2022-09-26 09:55:35",0,100,897,1,"2022-09-26 09:55:36","anonymous","IT",1,1,27,0,1,1,10,10,2,"1|2|3|4|5",19,56,16,9,0,"1|2|3|4|5",2,"1|2|3|4|5",15,64,13,8,0,"1|2|3|4|5",7,80,20,"1|2",4,25,75,"1|2",4,5,2,6,10,1,"Italiano/a","Italia","Italiani",897,"Italiano","Complete","18-29",0,1,"Intervention","Pass","FL_64","Intervention","Italy"
"83","2022-09-26 09:47:49","2022-09-26 09:55:47",0,100,478,1,"2022-09-26 09:55:47","anonymous","IT",1,1,27,0,1,1,10,6,2,"1|2|3|4|5",20,30,50,0,0,"1|2|3|4|5",2,"1|2|3|4|5",47,53,0,0,0,"1|2|3|4|5",2,72,28,"1|2",3,49,51,"1|2",3,5,2,4,5,2,"Italiano/a","Italia","Italiani",478,"Italiano","Complete","18-29",1,0,"Intervention","Pass","FL_76","Intervention","Italy"
"84","2022-09-26 09:53:40","2022-09-26 10:02:03",0,100,502,1,"2022-09-26 10:02:05","anonymous","IT",1,1,26,0,1,1,10,10,1,"4|3|2|1|5",57,18,25,0,0,"4|3|2|1|5",1,"4|3|2|1|5",18,12,20,0,50,"4|3|2|1|5",7,13,87,"2|1",4,27,73,"2|1",3,7,2,4,5,1,"Italiano/a","Italia","Italiani",502,"Italiano","Complete","18-29",0,1,"Intervention","Pass","FL_64","Intervention","Italy"
"85","2022-09-26 09:58:29","2022-09-26 10:03:52",0,100,322,1,"2022-09-26 10:03:52","anonymous","IT",0.899999976158142,1,20,1,1,1,10,6,1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",3,50,50,"1|2",4,0,100,"1|2",4,5,2,4,1,1,"Italiano/a","Italia","Italiani",322,"Italiano","Complete","18-29",1,1,"Control","Pass","FL_63","Control","Italy"
"86","2022-09-26 10:03:39","2022-09-26 10:06:29",0,100,169,1,"2022-09-26 10:06:29","anonymous","IT",1,1,20,0,1,1,10,10,1,"1|2|3|4|5",54,17,14,6,9,"1|2|3|4|5",2,"1|2|3|4|5",45,27,22,6,0,"1|2|3|4|5",6,51,49,"1|2",3,51,49,"1|2",3,7,2,4,7,1,"Italiano/a","Italia","Italiani",169,"Italiano","Speeder","18-29",1,0,"Intervention","Pass","FL_76","Intervention","Italy"
"87","2022-09-26 10:03:21","2022-09-26 10:10:55",0,100,454,1,"2022-09-26 10:10:55","anonymous","IT",1,1,26,0,1,1,10,10,2,"4|3|2|1|5",24,64,0,0,12,"4|3|2|1|5",2,"4|3|2|1|5",55,7,15,11,12,"4|3|2|1|5",4,37,63,"2|1",3,50,50,"2|1",2,4,2,5,7,1,"Italiano/a","Italia","Italiani",454,"Italiano","Complete","18-29",0,0,"Control","Pass","FL_88","Control","Italy"
"88","2022-09-26 10:06:16","2022-09-26 10:11:28",0,100,311,1,"2022-09-26 10:11:30","anonymous","IT",1,1,21,1,1,1,10,8,2,"1|2|3|4|5",21,42,37,0,0,"1|2|3|4|5",2,"1|2|3|4|5",41,59,0,0,0,"1|2|3|4|5",3,84,16,"1|2",2,43,57,"1|2",2,2,2,4,4,1,"Italiano/a","Italia","Italiani",311,"Italiano","Complete","18-29",1,0,"Intervention","Pass","FL_76","Intervention","Italy"
"89","2022-09-26 10:02:01","2022-09-26 10:15:04",0,100,782,1,"2022-09-26 10:15:04","anonymous","IT",0.899999976158142,1,24,0,1,1,10,10,1,"4|3|2|1|5",56,44,0,0,0,"4|3|2|1|5",1,"4|3|2|1|5",54,46,0,0,0,"4|3|2|1|5",6,0,100,"2|1",4,19,81,"2|1",3,6,2,6,6,2,"Italiano/a","Italia","Italiani",782,"Italiano","Complete","18-29",0,1,"Control","Pass","FL_64","Control","Italy"
"90","2022-09-26 10:01:11","2022-09-26 10:15:44",0,100,873,1,"2022-09-26 10:15:44","anonymous","IT",1,1,25,0,1,1,9,8,1,"4|3|2|1|5",15,10,20,25,30,"4|3|2|1|5",1,"4|3|2|1|5",15,11,14,20,40,"4|3|2|1|5",5,60,40,"2|1",3,60,40,"2|1",4,4,2,4,2,1,"Italiano/a","Italia","Italiani",873,"Italiano","Complete","18-29",1,1,"Intervention","Pass","FL_63","Intervention","Italy"
"91","2022-09-26 10:14:16","2022-09-26 10:17:47",0,100,211,1,"2022-09-26 10:17:47","anonymous","IT",1,1,29,1,1,1,9,8,1,"1|2|3|4|5",20,20,20,20,20,"1|2|3|4|5",2,"1|2|3|4|5",30,25,25,10,10,"1|2|3|4|5",5,69,31,"1|2",3,63,37,"1|2",3,7,2,6,3,1,"Italiano/a","Italia","Italiani",211,"Italiano","Complete","18-29",0,0,"Control","Pass","FL_88","Control","Italy"
"92","2022-09-26 10:30:02","2022-09-26 10:34:28",0,100,266,1,"2022-09-26 10:34:29","anonymous","IT",1,1,26,1,1,1,9,10,2,"4|3|2|1|5",20,50,20,5,5,"4|3|2|1|5",5,"4|3|2|1|5",29,40,31,0,0,"4|3|2|1|5",3,80,20,"2|1",2,90,10,"2|1",2,3,2,4,7,1,"Italiano/a","Italia","Italiani",266,"Italiano","Complete","18-29",1,1,"Intervention","Pass","FL_63","Intervention","Italy"
"93","2022-09-26 10:32:25","2022-09-26 10:39:02",0,100,396,1,"2022-09-26 10:39:04","anonymous","IT",1,1,27,0,1,1,2,2,2,"4|3|2|1|5",16,34,21,0,29,"4|3|2|1|5",2,"4|3|2|1|5",19,23,38,13,7,"4|3|2|1|5",5,61,39,"2|1",1,52,48,"2|1",2,5,2,4,6,1,"Italiano/a","Italia","Italiani",396,"Italiano","Complete","18-29",0,1,"Control","Pass","FL_64","Control","Italy"
"94","2022-09-26 10:40:34","2022-09-26 10:43:42",0,100,188,1,"2022-09-26 10:43:43","anonymous","IT",1,1,28,1,1,1,10,9,1,"4|3|2|1|5",11,17,33,39,0,"4|3|2|1|5",1,"4|3|2|1|5",14,8,24,50,4,"4|3|2|1|5",5,52,48,"2|1",3,56,44,"2|1",3,4,2,5,7,1,"Italiano/a","Italia","Italiani",188,"Italiano","Complete","18-29",0,1,"Intervention","Pass","FL_64","Intervention","Italy"
"95","2022-09-26 10:39:51","2022-09-26 10:45:09",0,100,318,1,"2022-09-26 10:45:11","anonymous","IT",1,1,24,1,1,1,7,5,2,"4|3|2|1|5",18,37,14,19,12,"4|3|2|1|5",5,"4|3|2|1|5",12,29,16,27,16,"4|3|2|1|5",5,69,31,"2|1",3,57,43,"2|1",3,6,2,4,2,1,"Italiano/a","Italia","Italiani",318,"Italiano","Complete","18-29",1,0,"Control","Pass","FL_76","Control","Italy"
"96","2022-09-26 10:43:28","2022-09-26 10:47:52",0,100,263,1,"2022-09-26 10:47:53","anonymous","IT",0.899999976158142,1,24,1,1,1,9,7,1,"4|3|2|1|5",63,21,11,5,0,"4|3|2|1|5",1,"4|3|2|1|5",60,25,10,5,0,"4|3|2|1|5",6,40,60,"2|1",4,40,60,"2|1",4,6,2,4,5,1,"Italiano/a","Italia","Italiani",263,"Italiano","Complete","18-29",0,0,"Control","Pass","FL_88","Control","Italy"
"97","2022-09-26 10:45:20","2022-09-26 10:55:28",0,100,608,1,"2022-09-26 10:55:29","anonymous","IT",1,1,19,1,1,1,10,10,1,"4|3|2|1|5",45,30,10,10,5,"4|3|2|1|5",1,"4|3|2|1|5",25,40,10,10,15,"4|3|2|1|5",6,40,60,"2|1",3,30,70,"2|1",3,6,2,4,8,1,"Italiano/a","Italia","Italiani",608,"Italiano","Complete","18-29",1,1,"Intervention","Pass","FL_63","Intervention","Italy"
"98","2022-09-26 10:53:05","2022-09-26 10:59:48",0,100,403,1,"2022-09-26 10:59:49","anonymous","IT",1,1,29,0,1,1,10,10,2,"1|2|3|4|5",22,33,14,31,0,"1|2|3|4|5",1,"1|2|3|4|5",15,57,28,0,0,"1|2|3|4|5",7,71,29,"1|2",4,53,47,"1|2",3,6,2,5,6,1,"Italiano/a","Italia","Italiani",403,"Italiano","Complete","18-29",1,0,"Control","Pass","FL_76","Control","Italy"
"99","2022-09-26 10:56:00","2022-09-26 11:00:15",0,100,254,1,"2022-09-26 11:00:17","anonymous","IT",1,1,23,0,1,1,7,0,2,"1|2|3|4|5",10,30,40,20,0,"1|2|3|4|5",5,"1|2|3|4|5",0,0,0,0,100,"1|2|3|4|5",3,50,50,"1|2",3,50,50,"1|2",3,6,2,5,1,1,"Italiano/a","Italia","Italiani",254,"Italiano","Complete","18-29",1,1,"Intervention","Pass","FL_63","Intervention","Italy"
"100","2022-09-26 10:59:23","2022-09-26 11:02:41",0,100,198,1,"2022-09-26 11:02:41","anonymous","IT",0.899999976158142,1,27,1,1,1,9,8,1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",7,0,100,"1|2",4,0,100,"1|2",4,6,2,6,2,1,"Italiano/a","Italia","Italiani",198,"Italiano","Complete","18-29",0,0,"Intervention","Pass","FL_88","Intervention","Italy"
"101","2022-09-26 10:29:09","2022-09-26 11:11:18",0,100,2529,1,"2022-09-26 11:11:19","anonymous","IT",1,1,25,0,1,1,7,6,1,"1|2|3|4|5",59,24,8,0,9,"1|2|3|4|5",1,"1|2|3|4|5",46,24,14,0,16,"1|2|3|4|5",3,68,32,"1|2",3,34,66,"1|2",4,3,2,4,5,1,"Italiano/a","Italia","Italiani",2529,"Italiano","Complete","18-29",0,1,"Control","Pass","FL_64","Control","Italy"
"102","2022-09-26 11:21:43","2022-09-26 11:26:23",0,100,280,1,"2022-09-26 11:26:25","anonymous","IT",1,1,24,1,1,1,8,8,2,"1|2|3|4|5",70,20,6,2,2,"1|2|3|4|5",2,"1|2|3|4|5",70,20,6,2,2,"1|2|3|4|5",5,17,83,"1|2",3,26,74,"1|2",3,5,2,5,2,1,"Italiano/a","Italia","Italiani",280,"Italiano","Complete","18-29",1,1,"Control","Pass","FL_63","Control","Italy"
"103","2022-09-26 11:26:34","2022-09-26 11:29:42",0,100,187,1,"2022-09-26 11:29:43","anonymous","IT",1,1,25,1,1,1,4,3,1,"4|3|2|1|5",39,18,22,21,0,"4|3|2|1|5",1,"4|3|2|1|5",38,33,20,9,0,"4|3|2|1|5",6,60,40,"2|1",3,58,42,"2|1",4,5,2,5,2,1,"Italiano/a","Italia","Italiani",187,"Italiano","Complete","18-29",1,0,"Control","Pass","FL_76","Control","Italy"
"104","2022-09-26 11:24:36","2022-09-26 11:29:47",0,100,311,1,"2022-09-26 11:29:47","anonymous","IT",1,1,27,1,1,1,9,10,1,"1|2|3|4|5",71,29,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",86,14,0,0,0,"1|2|3|4|5",7,59,41,"1|2",4,68,32,"1|2",4,6,2,6,7,1,"Italiano/a","Italia","Italiani",311,"Italiano","Complete","18-29",0,0,"Intervention","Pass","FL_88","Intervention","Italy"
"105","2022-09-26 11:31:31","2022-09-26 11:33:36",0,100,125,1,"2022-09-26 11:33:36","anonymous","IT",1,1,22,0,1,1,10,10,2,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",2,"1|2|3|4|5",0,0,25,0,75,"1|2|3|4|5",3,72,28,"1|2",1,54,46,"1|2",3,2,2,5,9,2,"Italiano/a","Italia","Italiani",125,"Italiano","Speeder","18-29",0,1,"Intervention","Pass","FL_64","Intervention","Italy"
"106","2022-09-26 11:31:37","2022-09-26 11:34:11",0,100,153,1,"2022-09-26 11:34:11","anonymous","IT",1,1,29,1,1,1,8,8,2,"4|3|2|1|5",14,34,22,30,0,"4|3|2|1|5",2,"4|3|2|1|5",27,27,20,26,0,"4|3|2|1|5",5,35,65,"2|1",3,27,73,"2|1",3,6,2,4,5,1,"Italiano/a","Italia","Italiani",153,"Italiano","Speeder","18-29",0,0,"Intervention","Pass","FL_88","Intervention","Italy"
"107","2022-09-26 11:56:00","2022-09-26 12:01:20",0,100,320,1,"2022-09-26 12:01:20","anonymous","IT",1,1,29,0,1,1,10,10,1,"4|3|2|1|5",42,48,0,0,10,"4|3|2|1|5",2,"4|3|2|1|5",21,68,0,0,11,"4|3|2|1|5",7,15,85,"2|1",3,23,77,"2|1",3,5,2,4,6,1,"Italiano/a","Italia","Italiani",320,"Italiano","Complete","18-29",1,1,"Control","Pass","FL_63","Control","Italy"
"108","2022-09-26 12:00:18","2022-09-26 12:03:07",0,100,169,1,"2022-09-26 12:03:07","anonymous","IT",1,1,21,0,1,1,10,9,3,"1|2|3|4|5",0,39,57,4,0,"1|2|3|4|5",2,"1|2|3|4|5",69,31,0,0,0,"1|2|3|4|5",6,65,35,"1|2",3,53,47,"1|2",3,6,2,5,6,1,"Italiano/a","Italia","Italiani",169,"Italiano","Speeder","18-29",0,1,"Intervention","Pass","FL_64","Intervention","Italy"
"109","2022-09-26 12:02:46","2022-09-26 12:04:44",0,100,118,1,"2022-09-26 12:04:44","anonymous","IT",1,1,26,1,1,1,10,6,2,"4|3|2|1|5",0,8,31,61,0,"4|3|2|1|5",2,"4|3|2|1|5",21,16,10,26,27,"4|3|2|1|5",6,59,41,"2|1",3,48,52,"2|1",2,6,2,5,5,1,"Italiano/a","Italia","Italiani",118,"Italiano","Speeder","18-29",1,0,"Control","Pass","FL_76","Control","Italy"
"110","2022-09-26 12:17:20","2022-09-26 12:21:39",0,100,258,1,"2022-09-26 12:21:40","anonymous","IT",1,1,22,0,1,1,10,9,1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",5,29,71,"2|1",4,29,71,"2|1",4,7,2,4,2,1,"Italiano/a","Italia","Italiani",258,"Italiano","Complete","18-29",1,1,"Intervention","Pass","FL_63","Intervention","Italy"
