"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Country","Nationality_plural","Q_TotalDuration","Nationality_singular_en","Country_en","Nationality_plural_en","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO","country"
"118","2022-09-29 12:47:42","2022-09-29 13:01:19",0,100,816,1,"2022-09-29 13:01:19","anonymous","EN",1,1,29,1,1,1,6,7,1,"4|3|2|1|5",27,40,30,3,0,"4|3|2|1|5",2,"4|3|2|1|5",14,66,10,10,0,"4|3|2|1|5",7,19,81,"2|1",3,74,26,"2|1",2,5,2,5,2,1,"Canadien/Canadienne","Canada","Canadiens",816,"Canadian","Canada","Canadians","Complete","18-29",0,0,"Intervention","Pass","FL_88","Intervention","Canada"
"119","2022-09-29 13:18:09","2022-09-29 13:19:46",0,100,96,1,"2022-09-29 13:19:46","anonymous","EN",0.899999976158142,1,46,0,1,1,10,10,1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",2,"1|2|3|4|5",59,41,0,0,0,"1|2|3|4|5",7,100,0,"1|2",2,100,0,"1|2",2,7,2,5,4,1,"Canadien/Canadienne","Canada","Canadiens",96,"Canadian","Canada","Canadians","Speeder","40-49",1,1,"Control","Pass","FL_63","Control","Canada"
"120","2022-09-29 13:18:33","2022-09-29 13:20:28",0,100,115,1,"2022-09-29 13:20:29","anonymous","EN",0.899999976158142,1,28,0,1,1,8,7,1,"4|3|2|1|5",49,14,11,14,12,"4|3|2|1|5",1,"4|3|2|1|5",79,0,0,1,20,"4|3|2|1|5",6,0,100,"2|1",3,11,89,"2|1",4,6,2,6,5,1,"Canadien/Canadienne","Canada","Canadiens",115,"Canadian","Canada","Canadians","Speeder","18-29",1,0,"Control","Pass","FL_76","Control","Canada"
"121","2022-09-29 13:18:39","2022-09-29 13:22:06",0,100,206,1,"2022-09-29 13:22:07","anonymous","EN",0.899999976158142,1,36,1,1,1,9,9,1,"1|2|3|4|5",37,12,0,15,36,"1|2|3|4|5",1,"1|2|3|4|5",33,30,32,0,5,"1|2|3|4|5",6,34,66,"1|2",4,27,73,"1|2",3,6,2,6,7,1,"Canadien/Canadienne","Canada","Canadiens",206,"Canadian","Canada","Canadians","Complete","30-39",0,0,"Control","Pass","FL_88","Control","Canada"
"122","2022-09-29 13:18:22","2022-09-29 13:22:21",0,100,239,1,"2022-09-29 13:22:22","anonymous","EN",1,1,52,1,1,1,10,8,2,"4|3|2|1|5",16,56,0,0,28,"4|3|2|1|5",5,"4|3|2|1|5",34,0,0,0,66,"4|3|2|1|5",6,59,41,"2|1",3,58,42,"2|1",3,4,2,4,6,2,"Canadien/Canadienne","Canada","Canadiens",239,"Canadian","Canada","Canadians","Complete","50-59",1,0,"Intervention","Pass","FL_76","Intervention","Canada"
"123","2022-09-29 13:19:20","2022-09-29 13:22:24",0,100,183,1,"2022-09-29 13:22:24","anonymous","EN",1,1,26,1,1,1,9,6,2,"1|2|3|4|5",29,34,32,5,0,"1|2|3|4|5",3,"1|2|3|4|5",29,70,1,0,0,"1|2|3|4|5",5,74,26,"1|2",4,40,60,"1|2",3,4,2,5,3,1,"Canadien/Canadienne","Canada","Canadiens",183,"Canadian","Canada","Canadians","Complete","18-29",0,1,"Control","Pass","FL_64","Control","Canada"
"124","2022-09-29 13:19:49","2022-09-29 13:22:29",0,100,160,1,"2022-09-29 13:22:30","anonymous","EN",1,1,56,1,1,1,9,10,1,"4|3|2|1|5",86,14,0,0,0,"4|3|2|1|5",1,"4|3|2|1|5",71,6,20,3,0,"4|3|2|1|5",5,32,68,"2|1",3,38,62,"2|1",3,4,2,5,3,1,"Canadien/Canadienne","Canada","Canadiens",160,"Canadian","Canada","Canadians","Speeder","50-59",0,1,"Control","Pass","FL_64","Control","Canada"
"125","2022-09-29 13:19:17","2022-09-29 13:22:35",0,100,197,1,"2022-09-29 13:22:36","anonymous","EN",1,1,30,1,1,1,10,5,2,"4|3|2|1|5",0,5,51,44,0,"4|3|2|1|5",2,"4|3|2|1|5",0,0,50,50,0,"4|3|2|1|5",4,47,53,"2|1",1,50,50,"2|1",2,99,2,5,5,2,"Canadien/Canadienne","Canada","Canadiens",197,"Canadian","Canada","Canadians","Complete","30-39",1,1,"Intervention","Pass","FL_63","Intervention","Canada"
"126","2022-09-29 13:18:41","2022-09-29 13:23:05",0,100,263,1,"2022-09-29 13:23:05","anonymous","EN",1,1,50,0,1,1,10,10,1,"4|3|2|1|5",60,13,9,18,0,"4|3|2|1|5",1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",7,12,88,"2|1",3,13,87,"2|1",4,5,2,6,5,1,"Canadien/Canadienne","Canada","Canadiens",263,"Canadian","Canada","Canadians","Complete","50-59",1,1,"Intervention","Pass","FL_63","Intervention","Canada"
"127","2022-09-29 13:18:25","2022-09-29 13:23:20",0,100,294,1,"2022-09-29 13:23:21","anonymous","EN",1,1,60,0,1,1,9,7,2,"1|2|3|4|5",66,34,0,0,0,"1|2|3|4|5",2,"1|2|3|4|5",51,43,6,0,0,"1|2|3|4|5",4,37,63,"1|2",2,68,32,"1|2",2,5,2,4,6,1,"Canadien/Canadienne","Canada","Canadiens",294,"Canadian","Canada","Canadians","Complete","60+",0,0,"Intervention","Pass","FL_88","Intervention","Canada"
"128","2022-09-29 13:19:31","2022-09-29 13:23:50",0,100,259,1,"2022-09-29 13:23:50","anonymous","EN",0.899999976158142,1,26,0,1,1,7,10,2,"1|2|3|4|5",12,81,7,0,0,"1|2|3|4|5",2,"1|2|3|4|5",29,17,17,37,0,"1|2|3|4|5",6,35,65,"1|2",3,36,64,"1|2",4,5,2,5,5,2,"Canadien/Canadienne","Canada","Canadiens",259,"Canadian","Canada","Canadians","Complete","18-29",0,0,"Intervention","Pass","FL_88","Intervention","Canada"
"129","2022-09-29 13:19:11","2022-09-29 13:24:40",0,100,328,1,"2022-09-29 13:24:41","anonymous","EN",1,1,61,0,1,1,10,10,1,"4|3|2|1|5",55,31,14,0,0,"4|3|2|1|5",1,"4|3|2|1|5",12,49,19,20,0,"4|3|2|1|5",4,18,82,"2|1",3,7,93,"2|1",4,6,2,3,5,2,"Canadien/Canadienne","Canada","Canadiens",328,"Canadian","Canada","Canadians","Complete","60+",0,0,"Intervention","Pass","FL_88","Intervention","Canada"
"130","2022-09-29 13:18:26","2022-09-29 13:24:59",0,100,393,1,"2022-09-29 13:25:00","anonymous","EN",1,1,20,1,1,1,10,10,1,"4|3|2|1|5",45,15,15,5,20,"4|3|2|1|5",1,"4|3|2|1|5",50,20,15,5,10,"4|3|2|1|5",7,40,60,"2|1",4,50,50,"2|1",4,7,2,3,1,1,"Canadien/Canadienne","Canada","Canadiens",393,"Canadian","Canada","Canadians","Complete","18-29",1,1,"Control","Pass","FL_63","Control","Canada"
"131","2022-09-29 13:19:40","2022-09-29 13:25:28",0,100,348,1,"2022-09-29 13:25:29","anonymous","EN",1,1,32,0,1,1,8,8,1,"1|2|3|4|5",87,13,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",94,6,0,0,0,"1|2|3|4|5",4,34,66,"1|2",3,49,51,"1|2",3,5,2,5,6,1,"Canadien/Canadienne","Canada","Canadiens",348,"Canadian","Canada","Canadians","Complete","30-39",1,0,"Intervention","Pass","FL_76","Intervention","Canada"
"132","2022-09-29 13:19:12","2022-09-29 13:26:53",0,100,461,1,"2022-09-29 13:26:53","anonymous","FR-CA",0.899999976158142,1,42,0,1,1,5,0,1,"4|3|2|1|5",47,29,18,2,4,"4|3|2|1|5",1,"4|3|2|1|5",47,31,16,2,4,"4|3|2|1|5",7,44,56,"2|1",3,66,34,"2|1",4,5,2,5,4,2,"Canadien/Canadienne","Canada","Canadiens",461,"Canadian","Canada","Canadians","Complete","40-49",0,1,"Control","Pass","FL_64","Control","Canada"
"133","2022-09-29 13:19:36","2022-09-29 13:27:29",0,100,473,1,"2022-09-29 13:27:30","anonymous","EN",1,1,80,0,1,1,10,10,1,"4|3|2|1|5",54,37,9,0,0,"4|3|2|1|5",5,"4|3|2|1|5",0,4,36,60,0,"4|3|2|1|5",5,30,70,"2|1",3,28,72,"2|1",3,5,2,3,5,1,"Canadien/Canadienne","Canada","Canadiens",473,"Canadian","Canada","Canadians","Complete","60+",0,1,"Control","Pass","FL_64","Control","Canada"
"134","2022-09-29 13:18:21","2022-09-29 13:30:55",0,100,754,1,"2022-09-29 13:30:56","anonymous","EN",0.899999976158142,1,66,1,1,1,10,7,2,"4|3|2|1|5",40,40,15,5,0,"4|3|2|1|5",2,"4|3|2|1|5",50,20,20,10,0,"4|3|2|1|5",5,50,50,"2|1",2,60,40,"2|1",1,2,2,3,7,1,"Canadien/Canadienne","Canada","Canadiens",754,"Canadian","Canada","Canadians","Complete","60+",1,0,"Intervention","Pass","FL_76","Intervention","Canada"
"135","2022-09-29 13:18:33","2022-09-29 13:47:02",0,100,1708,1,"2022-09-29 13:47:02","anonymous","EN",1,1,61,1,1,1,8,8,1,"4|3|2|1|5",6,37,26,7,24,"4|3|2|1|5",5,"4|3|2|1|5",10,30,20,20,20,"4|3|2|1|5",3,40,60,"2|1",3,61,39,"2|1",3,4,2,6,3,1,"Canadien/Canadienne","Canada","Canadiens",1708,"Canadian","Canada","Canadians","Complete","60+",1,1,"Control","Pass","FL_63","Control","Canada"
"136","2022-09-29 13:49:28","2022-09-29 13:52:05",0,100,156,1,"2022-09-29 13:52:05","anonymous","EN",1,1,32,0,1,1,10,10,1,"1|2|3|4|5",19,24,27,19,11,"1|2|3|4|5",1,"1|2|3|4|5",51,2,18,15,14,"1|2|3|4|5",7,40,60,"1|2",4,52,48,"1|2",4,7,2,4,6,1,"Canadien/Canadienne","Canada","Canadiens",156,"Canadian","Canada","Canadians","Speeder","30-39",0,0,"Control","Pass","FL_88","Control","Canada"
"137","2022-09-29 13:49:20","2022-09-29 13:52:33",0,100,192,1,"2022-09-29 13:52:34","anonymous","EN",0.899999976158142,1,57,1,1,1,10,10,2,"1|2|3|4|5",0,67,33,0,0,"1|2|3|4|5",2,"1|2|3|4|5",0,70,30,0,0,"1|2|3|4|5",4,80,20,"1|2",2,77,23,"1|2",2,99,2,5,5,1,"Canadien/Canadienne","Canada","Canadiens",192,"Canadian","Canada","Canadians","Complete","50-59",1,1,"Intervention","Pass","FL_63","Intervention","Canada"
"138","2022-09-29 13:50:38","2022-09-29 13:52:52",0,100,134,1,"2022-09-29 13:52:53","anonymous","EN",1,1,28,1,1,1,10,10,5,"1|2|3|4|5",48,52,0,0,0,"1|2|3|4|5",5,"1|2|3|4|5",69,21,9,1,0,"1|2|3|4|5",6,62,38,"1|2",4,60,40,"1|2",3,3,2,5,2,1,"Canadien/Canadienne","Canada","Canadiens",134,"Canadian","Canada","Canadians","Speeder","18-29",0,1,"Intervention","Pass","FL_64","Intervention","Canada"
"139","2022-09-29 13:49:35","2022-09-29 13:53:19",0,100,223,1,"2022-09-29 13:53:19","anonymous","EN",1,1,58,0,1,1,8,8,1,"1|2|3|4|5",73,25,0,0,2,"1|2|3|4|5",1,"1|2|3|4|5",68,26,0,0,6,"1|2|3|4|5",4,67,33,"1|2",3,60,40,"1|2",3,99,2,5,4,1,"Canadien/Canadienne","Canada","Canadiens",223,"Canadian","Canada","Canadians","Complete","50-59",0,0,"Control","Pass","FL_88","Control","Canada"
"140","2022-09-29 13:49:48","2022-09-29 13:53:46",0,100,238,1,"2022-09-29 13:53:46","anonymous","EN",1,1,27,1,1,1,10,8,1,"1|2|3|4|5",20,50,20,10,0,"1|2|3|4|5",2,"1|2|3|4|5",34,40,17,9,0,"1|2|3|4|5",4,59,41,"1|2",3,30,70,"1|2",3,5,2,4,4,1,"Canadien/Canadienne","Canada","Canadiens",238,"Canadian","Canada","Canadians","Complete","18-29",1,1,"Intervention","Pass","FL_63","Intervention","Canada"
"141","2022-09-29 13:49:51","2022-09-29 13:53:51",0,100,239,1,"2022-09-29 13:53:51","anonymous","EN",0.899999976158142,1,61,1,1,1,10,10,2,"4|3|2|1|5",35,30,18,7,10,"4|3|2|1|5",2,"4|3|2|1|5",9,70,8,8,5,"4|3|2|1|5",3,39,61,"2|1",2,50,50,"2|1",1,1,2,5,7,1,"Canadien/Canadienne","Canada","Canadiens",239,"Canadian","Canada","Canadians","Complete","60+",0,1,"Control","Pass","FL_64","Control","Canada"
"142","2022-09-29 13:49:25","2022-09-29 13:54:15",0,100,290,1,"2022-09-29 13:54:16","anonymous","EN",0.899999976158142,1,37,0,1,1,10,10,1,"4|3|2|1|5",10,20,20,40,10,"4|3|2|1|5",1,"4|3|2|1|5",10,30,40,10,10,"4|3|2|1|5",7,25,75,"2|1",3,10,90,"2|1",3,99,2,5,5,1,"Canadien/Canadienne","Canada","Canadiens",290,"Canadian","Canada","Canadians","Complete","30-39",0,1,"Intervention","Pass","FL_64","Intervention","Canada"
"143","2022-09-29 13:50:21","2022-09-29 13:54:25",0,100,243,1,"2022-09-29 13:54:25","anonymous","EN",1,1,35,0,1,1,9,9,2,"1|2|3|4|5",30,20,30,10,10,"1|2|3|4|5",2,"1|2|3|4|5",20,20,20,10,30,"1|2|3|4|5",5,60,40,"1|2",3,60,40,"1|2",3,5,2,5,6,1,"Canadien/Canadienne","Canada","Canadiens",243,"Canadian","Canada","Canadians","Complete","30-39",0,0,"Control","Pass","FL_88","Control","Canada"
"144","2022-09-29 13:49:24","2022-09-29 13:54:51",0,100,327,1,"2022-09-29 13:54:51","anonymous","EN",1,1,69,0,1,1,10,10,1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",5,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",7,0,100,"1|2",4,0,100,"1|2",4,7,2,2,10,2,"Canadien/Canadienne","Canada","Canadiens",327,"Canadian","Canada","Canadians","Complete","60+",1,0,"Control","Pass","FL_76","Control","Canada"
"145","2022-09-29 13:50:17","2022-09-29 13:54:57",0,100,279,1,"2022-09-29 13:54:58","anonymous","FR-CA",1,1,56,1,1,1,10,9,1,"1|2|3|4|5",81,19,0,0,0,"1|2|3|4|5",2,"1|2|3|4|5",50,50,0,0,0,"1|2|3|4|5",7,18,82,"1|2",3,30,70,"1|2",4,5,2,3,5,1,"Canadien/Canadienne","Canada","Canadiens",279,"Canadian","Canada","Canadians","Complete","50-59",1,1,"Intervention","Pass","FL_63","Intervention","Canada"
"146","2022-09-29 13:49:59","2022-09-29 13:55:00",0,100,300,1,"2022-09-29 13:55:00","anonymous","EN",1,1,54,1,1,1,9,9,2,"1|2|3|4|5",19,55,22,4,0,"1|2|3|4|5",2,"1|2|3|4|5",25,67,7,1,0,"1|2|3|4|5",7,39,61,"1|2",3,73,27,"1|2",2,5,2,4,4,1,"Canadien/Canadienne","Canada","Canadiens",300,"Canadian","Canada","Canadians","Complete","50-59",0,1,"Control","Pass","FL_64","Control","Canada"
"147","2022-09-29 13:50:51","2022-09-29 13:56:28",0,100,336,1,"2022-09-29 13:56:29","anonymous","EN",1,1,41,0,1,1,10,10,2,"4|3|2|1|5",10,50,20,10,10,"4|3|2|1|5",2,"4|3|2|1|5",15,50,10,10,15,"4|3|2|1|5",4,40,60,"2|1",3,60,40,"2|1",2,4,2,3,5,2,"Canadien/Canadienne","Canada","Canadiens",336,"Canadian","Canada","Canadians","Complete","40-49",1,1,"Intervention","Pass","FL_63","Intervention","Canada"
"148","2022-09-29 13:49:18","2022-09-29 13:56:47",0,100,448,1,"2022-09-29 13:56:48","anonymous","EN",0.899999976158142,1,58,0,1,1,10,9,1,"1|2|3|4|5",63,31,0,0,6,"1|2|3|4|5",1,"1|2|3|4|5",20,57,4,19,0,"1|2|3|4|5",5,72,28,"1|2",4,53,47,"1|2",4,5,2,5,3,2,"Canadien/Canadienne","Canada","Canadiens",448,"Canadian","Canada","Canadians","Complete","50-59",1,0,"Control","Pass","FL_76","Control","Canada"
"149","2022-09-29 13:50:41","2022-09-29 13:58:15",0,100,454,1,"2022-09-29 13:58:16","anonymous","FR-CA",0.899999976158142,1,33,0,1,1,8,8,1,"4|3|2|1|5",32,47,10,3,8,"4|3|2|1|5",1,"4|3|2|1|5",75,6,10,9,0,"4|3|2|1|5",5,80,20,"2|1",4,89,11,"2|1",4,6,2,5,7,1,"Canadien/Canadienne","Canada","Canadiens",454,"Canadian","Canada","Canadians","Complete","30-39",1,0,"Intervention","Pass","FL_76","Intervention","Canada"
"150","2022-09-29 13:49:31","2022-09-29 13:59:52",0,100,620,1,"2022-09-29 13:59:52","anonymous","EN",1,1,63,0,1,1,10,10,1,"4|3|2|1|5",30,70,0,0,0,"4|3|2|1|5",2,"4|3|2|1|5",60,10,0,0,30,"4|3|2|1|5",4,20,80,"2|1",3,30,70,"2|1",3,3,2,3,8,2,"Canadien/Canadienne","Canada","Canadiens",620,"Canadian","Canada","Canadians","Complete","60+",0,0,"Control","Pass","FL_88","Control","Canada"
"151","2022-09-29 14:20:12","2022-09-29 14:22:23",0,100,131,1,"2022-09-29 14:22:24","anonymous","EN",1,1,35,0,1,1,9,8,1,"1|2|3|4|5",77,23,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",70,20,10,0,0,"1|2|3|4|5",5,70,30,"1|2",3,49,51,"1|2",2,5,2,5,5,1,"Canadien/Canadienne","Canada","Canadiens",131,"Canadian","Canada","Canadians","Speeder","30-39",1,0,"Control","Pass","FL_76","Control","Canada"
"152","2022-09-29 14:20:35","2022-09-29 14:22:29",0,100,114,1,"2022-09-29 14:22:30","anonymous","EN",0.899999976158142,1,36,0,1,1,4,5,2,"4|3|2|1|5",91,0,0,0,9,"4|3|2|1|5",2,"4|3|2|1|5",0,0,0,53,47,"4|3|2|1|5",4,59,41,"2|1",3,60,40,"2|1",3,6,2,5,7,2,"Canadien/Canadienne","Canada","Canadiens",114,"Canadian","Canada","Canadians","Speeder","30-39",0,1,"Intervention","Pass","FL_64","Intervention","Canada"
"153","2022-09-29 14:21:14","2022-09-29 14:23:15",0,100,121,1,"2022-09-29 14:23:16","anonymous","EN",1,1,23,0,1,1,9,7,1,"1|2|3|4|5",87,13,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",7,31,69,"1|2",3,0,100,"1|2",4,4,2,6,2,1,"Canadien/Canadienne","Canada","Canadiens",121,"Canadian","Canada","Canadians","Speeder","18-29",1,1,"Intervention","Pass","FL_63","Intervention","Canada"
"154","2022-09-29 14:20:16","2022-09-29 14:23:33",0,100,197,1,"2022-09-29 14:23:33","anonymous","EN",1,1,52,1,1,1,10,10,2,"4|3|2|1|5",40,20,20,10,10,"4|3|2|1|5",2,"4|3|2|1|5",15,20,30,30,5,"4|3|2|1|5",5,10,90,"2|1",2,20,80,"2|1",3,6,2,3,2,1,"Canadien/Canadienne","Canada","Canadiens",197,"Canadian","Canada","Canadians","Complete","50-59",0,0,"Control","Pass","FL_88","Control","Canada"
"155","2022-09-29 14:21:09","2022-09-29 14:23:37",0,100,147,1,"2022-09-29 14:23:37","anonymous","EN",1,1,27,0,1,1,10,10,1,"4|3|2|1|5",24,17,22,11,26,"4|3|2|1|5",2,"4|3|2|1|5",24,22,16,26,12,"4|3|2|1|5",7,48,52,"2|1",3,45,55,"2|1",4,7,2,5,1,1,"Canadien/Canadienne","Canada","Canadiens",147,"Canadian","Canada","Canadians","Speeder","18-29",0,1,"Intervention","Pass","FL_64","Intervention","Canada"
"156","2022-09-29 14:20:51","2022-09-29 14:23:50",0,100,179,1,"2022-09-29 14:23:51","anonymous","FR-CA",1,1,29,0,1,1,4,7,2,"1|2|3|4|5",78,19,3,0,0,"1|2|3|4|5",2,"1|2|3|4|5",68,15,17,0,0,"1|2|3|4|5",6,25,75,"1|2",2,85,15,"1|2",1,2,2,5,5,2,"Canadien/Canadienne","Canada","Canadiens",179,"Canadian","Canada","Canadians","Speeder","18-29",0,1,"Intervention","Pass","FL_64","Intervention","Canada"
"157","2022-09-29 14:21:00","2022-09-29 14:23:57",0,100,176,1,"2022-09-29 14:23:57","anonymous","EN",0.899999976158142,1,34,0,1,1,10,7,1,"1|2|3|4|5",83,17,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",87,13,0,0,0,"1|2|3|4|5",6,62,38,"1|2",3,50,50,"1|2",3,4,2,5,5,1,"Canadien/Canadienne","Canada","Canadiens",176,"Canadian","Canada","Canadians","Speeder","30-39",1,0,"Control","Pass","FL_76","Control","Canada"
"158","2022-09-29 14:21:18","2022-09-29 14:23:57",0,100,159,1,"2022-09-29 14:23:58","anonymous","EN",1,1,35,1,1,1,9,9,3,"4|3|2|1|5",0,0,35,65,0,"4|3|2|1|5",2,"4|3|2|1|5",0,2,58,40,0,"4|3|2|1|5",6,36,64,"2|1",2,66,34,"2|1",3,6,2,5,9,1,"Canadien/Canadienne","Canada","Canadiens",159,"Canadian","Canada","Canadians","Speeder","30-39",1,1,"Control","Pass","FL_63","Control","Canada"
"159","2022-09-29 14:20:19","2022-09-29 14:24:37",0,100,257,1,"2022-09-29 14:24:37","anonymous","EN",1,1,34,1,1,1,10,9,1,"4|3|2|1|5",34,66,0,0,0,"4|3|2|1|5",2,"4|3|2|1|5",60,39,0,1,0,"4|3|2|1|5",6,37,63,"2|1",3,80,20,"2|1",3,6,2,5,2,1,"Canadien/Canadienne","Canada","Canadiens",257,"Canadian","Canada","Canadians","Complete","30-39",1,0,"Control","Pass","FL_76","Control","Canada"
"160","2022-09-29 14:21:19","2022-09-29 14:25:23",0,100,244,1,"2022-09-29 14:25:24","anonymous","EN",1,1,42,0,1,1,9,10,1,"1|2|3|4|5",26,69,5,0,0,"1|2|3|4|5",2,"1|2|3|4|5",60,30,10,0,0,"1|2|3|4|5",7,25,75,"1|2",4,21,79,"1|2",4,7,2,3,8,1,"Canadien/Canadienne","Canada","Canadiens",244,"Canadian","Canada","Canadians","Complete","40-49",1,0,"Intervention","Pass","FL_76","Intervention","Canada"
"161","2022-09-29 14:20:59","2022-09-29 14:25:23",0,100,264,1,"2022-09-29 14:25:24","anonymous","EN",1,1,28,0,1,1,10,10,2,"1|2|3|4|5",6,67,0,0,27,"1|2|3|4|5",2,"1|2|3|4|5",0,33,0,0,67,"1|2|3|4|5",5,42,58,"1|2",2,39,61,"1|2",3,3,2,4,5,1,"Canadien/Canadienne","Canada","Canadiens",264,"Canadian","Canada","Canadians","Complete","18-29",1,0,"Intervention","Pass","FL_76","Intervention","Canada"
"162","2022-09-29 14:21:00","2022-09-29 14:25:27",0,100,267,1,"2022-09-29 14:25:28","anonymous","EN",1,1,46,0,1,1,5,5,2,"1|2|3|4|5",0,100,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",1,80,20,"1|2",2,80,20,"1|2",1,1,2,4,5,1,"Canadien/Canadienne","Canada","Canadiens",267,"Canadian","Canada","Canadians","Complete","40-49",0,0,"Control","Pass","FL_88","Control","Canada"
"163","2022-09-29 14:21:00","2022-09-29 14:26:27",0,100,327,1,"2022-09-29 14:26:28","anonymous","EN",1,1,79,1,1,1,8,8,2,"1|2|3|4|5",70,30,0,0,0,"1|2|3|4|5",2,"1|2|3|4|5",38,62,0,0,0,"1|2|3|4|5",4,41,59,"1|2",3,58,42,"1|2",2,5,2,5,5,1,"Canadien/Canadienne","Canada","Canadiens",327,"Canadian","Canada","Canadians","Complete","60+",1,0,"Intervention","Pass","FL_76","Intervention","Canada"
"164","2022-09-29 14:21:19","2022-09-29 14:26:39",0,100,320,1,"2022-09-29 14:26:39","anonymous","EN",0.899999976158142,1,71,1,1,1,10,5,3,"4|3|2|1|5",0,0,7,93,0,"4|3|2|1|5",5,"4|3|2|1|5",0,0,50,50,0,"4|3|2|1|5",1,100,0,"2|1",1,100,0,"2|1",1,999,2,3,5,1,"Canadien/Canadienne","Canada","Canadiens",320,"Canadian","Canada","Canadians","Complete","60+",0,0,"Intervention","Pass","FL_88","Intervention","Canada"
"165","2022-09-29 14:20:29","2022-09-29 14:27:40",0,100,430,1,"2022-09-29 14:27:40","anonymous","EN",1,1,50,1,1,1,10,9,1,"1|2|3|4|5",61,21,6,7,5,"1|2|3|4|5",1,"1|2|3|4|5",78,15,2,0,5,"1|2|3|4|5",6,48,52,"1|2",4,50,50,"1|2",4,99,2,3,2,1,"Canadien/Canadienne","Canada","Canadiens",430,"Canadian","Canada","Canadians","Complete","50-59",1,1,"Control","Pass","FL_63","Control","Canada"
"166","2022-09-29 14:20:55","2022-09-29 14:27:40",0,100,404,1,"2022-09-29 14:27:40","anonymous","EN",0.899999976158142,1,46,0,1,1,10,10,1,"1|2|3|4|5",46,14,0,23,17,"1|2|3|4|5",1,"1|2|3|4|5",72,19,0,9,0,"1|2|3|4|5",1,15,85,"1|2",3,57,43,"1|2",3,6,2,5,6,1,"Canadien/Canadienne","Canada","Canadiens",404,"Canadian","Canada","Canadians","Complete","40-49",0,0,"Intervention","Pass","FL_88","Intervention","Canada"
"167","2022-09-29 14:20:34","2022-09-29 14:27:54",0,100,440,1,"2022-09-29 14:27:55","anonymous","EN",1,1,70,1,1,1,10,10,1,"4|3|2|1|5",46,33,8,7,6,"4|3|2|1|5",1,"4|3|2|1|5",53,28,7,6,6,"4|3|2|1|5",5,70,30,"2|1",3,40,60,"2|1",3,4,2,4,6,1,"Canadien/Canadienne","Canada","Canadiens",440,"Canadian","Canada","Canadians","Complete","60+",1,1,"Control","Pass","FL_63","Control","Canada"
"168","2022-09-29 14:21:13","2022-09-29 14:28:01",0,100,408,1,"2022-09-29 14:28:03","anonymous","EN",0.899999976158142,1,39,1,1,1,10,10,1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",7,35,65,"1|2",4,35,65,"1|2",4,7,2,3,4,1,"Canadien/Canadienne","Canada","Canadiens",408,"Canadian","Canada","Canadians","Complete","30-39",0,1,"Control","Pass","FL_64","Control","Canada"
"169","2022-09-29 12:47:33","2022-09-29 14:28:53",0,100,6079,1,"2022-09-29 14:28:53","anonymous","FR-CA",1,1,65,1,1,1,10,10,1,"1|2|3|4|5",80,0,0,0,20,"1|2|3|4|5",1,"1|2|3|4|5",80,0,0,0,20,"1|2|3|4|5",6,60,40,"1|2",4,50,50,"1|2",4,7,2,3,6,2,"Canadien/Canadienne","Canada","Canadiens",6079,"Canadian","Canada","Canadians","Complete","60+",1,1,"Control","Pass","FL_63","Control","Canada"
"170","2022-09-29 14:20:56","2022-09-29 14:29:30",0,100,514,1,"2022-09-29 14:29:30","anonymous","EN",1,1,41,0,1,1,10,10,3,"1|2|3|4|5",42,47,11,0,0,"1|2|3|4|5",1,"1|2|3|4|5",34,34,31,1,0,"1|2|3|4|5",3,47,53,"1|2",2,61,39,"1|2",4,4,2,5,10,1,"Canadien/Canadienne","Canada","Canadiens",514,"Canadian","Canada","Canadians","Complete","40-49",0,1,"Control","Pass","FL_64","Control","Canada"
