"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Crear.un.campo.nuevo.o.elegir.del.menú.desplegable..","Country","Nationality_plural","Q_TotalDuration","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO"
"112","2022-09-29 13:33:07","2022-09-29 13:37:22","0","100","254","1","2022-09-29 13:37:22","anonymous","ES","0.8999999761581421","1","18","0","1","1","10","10","5","4|3|2|1|5","10","10","20","30","30","4|3|2|1|5","5","4|3|2|1|5","5","20","60","10","5","4|3|2|1|5","3","30","70","2|1","3","70","30","2|1","3","1","2","4","10","3","mexicano/a","","México","mexicanos/as","254","Complete","18-29","0","1","Control","Pass","FL_64","Control"
"113","2022-09-29 13:37:21","2022-09-29 13:43:17","0","100","356","1","2022-09-29 13:43:17","anonymous","ES","1","1","30","1","1","1","10","8","2","4|3|2|1|5","39","25","8","20","8","4|3|2|1|5","2","4|3|2|1|5","33","41","14","5","7","4|3|2|1|5","6","40","60","2|1","4","27","73","2|1","4","5","2","5","3","1","mexicano/a","","México","mexicanos/as","356","Complete","30-39","1","0","Control","Pass","FL_76","Control"
"114","2022-09-29 13:39:32","2022-09-29 13:46:02","0","100","389","1","2022-09-29 13:46:03","anonymous","ES","1","1","46","1","1","1","10","10","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","7","34","66","1|2","4","50","50","1|2","4","7","2","6","0","1","mexicano/a","","México","mexicanos/as","389","Complete","40-49","1","0","Intervention","Pass","FL_76","Intervention"
"115","2022-09-29 13:50:14","2022-09-29 14:00:17","0","100","603","1","2022-09-29 14:00:18","anonymous","ES","1","1","39","1","1","1","10","10","1","1|2|3|4|5","89","11","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","7","100","0","1|2","4","60","40","1|2","1","6","2","6","5","1","mexicano/a","","México","mexicanos/as","603","Complete","30-39","0","1","Control","Pass","FL_64","Control"
"116","2022-09-29 14:09:09","2022-09-29 14:14:40","0","100","330","1","2022-09-29 14:14:42","anonymous","ES","0.8999999761581421","1","55","0","1","1","10","10","2","4|3|2|1|5","33","37","21","9","0","4|3|2|1|5","1","4|3|2|1|5","10","33","26","31","0","4|3|2|1|5","4","71","29","2|1","3","18","82","2|1","2","4","2","5","3","1","mexicano/a","","México","mexicanos/as","330","Complete","50-59","0","0","Intervention","Pass","FL_88","Intervention"
"117","2022-09-29 14:11:07","2022-09-29 14:15:16","0","100","249","1","2022-09-29 14:15:17","anonymous","ES","1","1","46","0","1","1","10","10","1","1|2|3|4|5","27","26","14","17","16","1|2|3|4|5","1","1|2|3|4|5","25","29","19","25","2","1|2|3|4|5","6","89","11","1|2","4","77","23","1|2","4","7","2","5","0","1","mexicano/a","","México","mexicanos/as","249","Complete","40-49","1","1","Control","Pass","FL_63","Control"
"118","2022-09-29 14:32:50","2022-09-29 14:35:52","0","100","181","1","2022-09-29 14:35:53","anonymous","ES","1","1","38","1","1","1","10","7","1","1|2|3|4|5","16","18","23","17","26","1|2|3|4|5","2","1|2|3|4|5","19","40","10","6","25","1|2|3|4|5","7","44","56","1|2","4","50","50","1|2","3","7","2","5","4","1","mexicano/a","","México","mexicanos/as","181","Complete","30-39","0","0","Intervention","Pass","FL_88","Intervention"
"119","2022-09-29 14:35:10","2022-09-29 14:41:25","0","100","374","1","2022-09-29 14:41:26","anonymous","ES","0.8999999761581421","1","37","1","1","1","10","10","1","4|3|2|1|5","42","38","6","14","0","4|3|2|1|5","1","4|3|2|1|5","51","49","0","0","0","4|3|2|1|5","7","35","65","2|1","4","15","85","2|1","3","7","2","7","4","1","mexicano/a","","México","mexicanos/as","374","Complete","30-39","1","0","Control","Pass","FL_76","Control"
"120","2022-09-29 14:48:11","2022-09-29 14:54:50","0","100","398","1","2022-09-29 14:54:51","anonymous","ES","1","1","33","1","1","1","10","7","1","1|2|3|4|5","19","10","71","0","0","1|2|3|4|5","1","1|2|3|4|5","8","8","33","42","9","1|2|3|4|5","6","77","23","1|2","4","78","22","1|2","4","5","2","5","5","1","mexicano/a","","México","mexicanos/as","398","Complete","30-39","1","1","Intervention","Pass","FL_63","Intervention"
"121","2022-09-29 14:56:44","2022-09-29 15:01:48","0","100","303","1","2022-09-29 15:01:48","anonymous","ES","0.800000011920929","1","32","1","1","1","10","10","2","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","2","1|2|3|4|5","0","100","0","0","0","1|2|3|4|5","7","30","70","1|2","3","50","50","1|2","4","7","2","5","10","1","mexicano/a","","México","mexicanos/as","303","Complete","30-39","0","1","Intervention","Pass","FL_64","Intervention"
"122","2022-09-29 15:11:11","2022-09-29 15:15:07","0","100","235","1","2022-09-29 15:15:07","anonymous","ES","1","1","46","1","1","1","10","9","2","1|2|3|4|5","32","68","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","5","50","50","1|2","3","60","40","1|2","2","5","2","5","5","1","mexicano/a","","México","mexicanos/as","235","Complete","40-49","0","0","Control","Pass","FL_88","Control"
"123","2022-09-29 15:41:02","2022-09-29 15:44:43","0","100","220","1","2022-09-29 15:44:43","anonymous","ES","1","1","29","1","1","1","9","5","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","6","0","100","2|1","3","0","100","2|1","3","6","2","4","8","1","mexicano/a","","México","mexicanos/as","220","Complete","18-29","0","1","Intervention","Pass","FL_64","Intervention"
"124","2022-09-29 15:49:08","2022-09-29 15:55:23","0","100","374","1","2022-09-29 15:55:23","anonymous","ES","1","1","64","0","1","1","10","10","1","4|3|2|1|5","0","0","0","0","100","4|3|2|1|5","2","4|3|2|1|5","0","2","0","98","0","4|3|2|1|5","7","0","100","2|1","4","0","100","2|1","4","5","2","6","1","1","mexicano/a","","México","mexicanos/as","374","Complete","60+","0","0","Control","Pass","FL_88","Control"
"125","2022-09-29 15:54:21","2022-09-29 15:59:41","0","100","320","1","2022-09-29 15:59:41","anonymous","ES","1","1","67","1","1","1","10","10","1","4|3|2|1|5","37","30","19","14","0","4|3|2|1|5","1","4|3|2|1|5","67","14","12","7","0","4|3|2|1|5","7","53","47","2|1","4","37","63","2|1","4","5","2","5","6","1","mexicano/a","","México","mexicanos/as","320","Complete","60+","1","1","Control","Pass","FL_63","Control"
"126","2022-09-29 15:57:52","2022-09-29 16:03:49","0","100","356","1","2022-09-29 16:03:49","anonymous","ES","1","1","52","1","1","1","5","3","1","1|2|3|4|5","20","30","40","10","0","1|2|3|4|5","1","1|2|3|4|5","10","30","30","30","0","1|2|3|4|5","7","70","30","1|2","4","50","50","1|2","4","5","2","5","4","1","mexicano/a","","México","mexicanos/as","356","Complete","50-59","1","0","Intervention","Pass","FL_76","Intervention"
"127","2022-09-29 16:05:11","2022-09-29 16:11:46","0","100","394","1","2022-09-29 16:11:46","anonymous","ES","1","1","45","0","1","1","0","0","2","4|3|2|1|5","58","30","12","0","0","4|3|2|1|5","1","4|3|2|1|5","36","12","20","32","0","4|3|2|1|5","7","43","57","2|1","4","38","62","2|1","3","5","2","5","5","1","mexicano/a","","México","mexicanos/as","394","Complete","40-49","0","0","Control","Pass","FL_88","Control"
"128","2022-09-29 16:04:44","2022-09-29 16:14:25","0","100","581","1","2022-09-29 16:14:26","anonymous","ES","0.800000011920929","1","33","1","1","1","10","10","2","1|2|3|4|5","12","81","7","0","0","1|2|3|4|5","4","1|2|3|4|5","16","9","38","37","0","1|2|3|4|5","7","10","90","1|2","4","2","98","1|2","4","7","2","3","5","1","mexicano/a","","México","mexicanos/as","581","Complete","30-39","0","1","Intervention","Pass","FL_64","Intervention"
"129","2022-09-29 16:26:28","2022-09-29 16:31:12","0","100","283","1","2022-09-29 16:31:13","anonymous","ES","0.8999999761581421","1","36","1","1","1","7","8","3","4|3|2|1|5","0","0","55","45","0","4|3|2|1|5","4","4|3|2|1|5","0","0","49","51","0","4|3|2|1|5","6","43","57","2|1","3","42","58","2|1","3","7","2","6","8","1","mexicano/a","","México","mexicanos/as","283","Complete","30-39","1","1","Intervention","Pass","FL_63","Intervention"
"130","2022-09-29 16:21:57","2022-09-29 16:34:38","0","100","761","1","2022-09-29 16:34:40","anonymous","ES","1","1","32","1","1","1","10","10","1","4|3|2|1|5","22","43","35","0","0","4|3|2|1|5","1","4|3|2|1|5","24","45","16","15","0","4|3|2|1|5","7","71","29","2|1","3","71","29","2|1","3","4","2","5","3","1","mexicano/a","","México","mexicanos/as","761","Complete","30-39","0","1","Control","Pass","FL_64","Control"
"131","2022-09-29 16:24:51","2022-09-29 16:37:39","0","100","767","1","2022-09-29 16:37:40","anonymous","ES","1","1","37","1","1","1","10","10","2","4|3|2|1|5","0","37","2","61","0","4|3|2|1|5","2","4|3|2|1|5","0","0","35","65","0","4|3|2|1|5","7","67","33","2|1","4","57","43","2|1","4","7","2","5","0","1","mexicano/a","","México","mexicanos/as","767","Complete","30-39","1","0","Control","Pass","FL_76","Control"
"132","2022-09-29 16:37:08","2022-09-29 16:45:16","0","100","487","1","2022-09-29 16:45:16","anonymous","ES","1","1","57","0","1","1","8","8","1","4|3|2|1|5","20","21","41","18","0","4|3|2|1|5","1","4|3|2|1|5","20","20","50","10","0","4|3|2|1|5","7","39","61","2|1","4","39","61","2|1","3","7","2","4","5","1","mexicano/a","","México","mexicanos/as","487","Complete","50-59","1","1","Intervention","Pass","FL_63","Intervention"
"133","2022-09-29 16:41:19","2022-09-29 16:46:22","0","100","303","1","2022-09-29 16:46:23","anonymous","ES","1","1","35","1","1","1","10","10","2","4|3|2|1|5","25","45","0","0","30","4|3|2|1|5","2","4|3|2|1|5","20","10","40","0","30","4|3|2|1|5","7","30","70","2|1","4","30","70","2|1","3","7","2","5","5","1","mexicano/a","","México","mexicanos/as","303","Complete","30-39","0","1","Control","Pass","FL_64","Control"
"134","2022-09-29 16:40:28","2022-09-29 16:48:46","0","100","497","1","2022-09-29 16:48:46","anonymous","ES","1","1","52","1","1","1","10","10","2","4|3|2|1|5","20","20","20","30","10","4|3|2|1|5","2","4|3|2|1|5","20","30","10","20","20","4|3|2|1|5","7","80","20","2|1","3","60","40","2|1","4","7","2","5","1","1","mexicano/a","","México","mexicanos/as","497","Complete","50-59","0","0","Intervention","Pass","FL_88","Intervention"
"135","2022-09-29 16:53:26","2022-09-29 16:54:01","0","100","35","1","2022-09-29 16:54:02","anonymous","ES","1","1","58","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","35","Screenout","50-59","","","","","",""
"136","2022-09-29 16:49:45","2022-09-29 16:56:03","0","100","378","1","2022-09-29 16:56:04","anonymous","ES","1","1","45","1","1","1","10","9","2","1|2|3|4|5","59","37","4","0","0","1|2|3|4|5","2","1|2|3|4|5","51","38","11","0","0","1|2|3|4|5","7","70","30","1|2","3","27","73","1|2","3","6","2","5","0","1","mexicano/a","","México","mexicanos/as","378","Complete","40-49","1","0","Control","Pass","FL_76","Control"
"137","2022-09-29 16:34:51","2022-09-29 17:03:17","0","100","1706","1","2022-09-29 17:03:17","anonymous","ES","1","1","48","1","1","1","10","10","2","4|3|2|1|5","10","20","30","30","10","4|3|2|1|5","2","4|3|2|1|5","40","40","5","10","5","4|3|2|1|5","7","30","70","2|1","3","30","70","2|1","4","7","2","5","5","1","mexicano/a","","México","mexicanos/as","1706","Complete","40-49","1","0","Intervention","Pass","FL_76","Intervention"
"138","2022-09-29 16:57:23","2022-09-29 17:07:28","0","100","605","1","2022-09-29 17:07:29","anonymous","ES","1","1","29","1","1","1","10","10","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","52","19","12","17","0","1|2|3|4|5","7","30","70","1|2","4","30","70","1|2","4","7","2","4","0","1","mexicano/a","","México","mexicanos/as","605","Complete","18-29","1","1","Control","Pass","FL_63","Control"
"139","2022-09-29 16:43:41","2022-09-29 17:33:03","0","100","2962","1","2022-09-29 17:33:04","anonymous","ES","1","1","35","1","1","1","10","10","2","4|3|2|1|5","0","0","60","40","0","4|3|2|1|5","1","4|3|2|1|5","0","0","35","65","0","4|3|2|1|5","5","78","22","2|1","2","70","30","2|1","2","6","2","5","6","1","mexicano/a","","México","mexicanos/as","2962","Complete","30-39","0","1","Intervention","Pass","FL_64","Intervention"
"140","2022-09-29 17:35:57","2022-09-29 17:38:33","0","100","156","1","2022-09-29 17:38:33","anonymous","ES","1","1","40","1","1","1","10","10","1","1|2|3|4|5","39","30","7","16","8","1|2|3|4|5","1","1|2|3|4|5","12","17","16","37","18","1|2|3|4|5","6","34","66","1|2","4","29","71","1|2","4","6","2","3","8","1","mexicano/a","","México","mexicanos/as","156","Speeder","40-49","1","0","Control","Pass","FL_76","Control"
"141","2022-09-29 17:24:39","2022-09-29 17:38:45","0","100","845","1","2022-09-29 17:38:45","anonymous","ES","1","1","21","1","1","1","10","10","1","1|2|3|4|5","80","20","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","6","35","65","1|2","3","30","70","1|2","3","1","2","4","2","1","mexicano/a","","México","mexicanos/as","845","Complete","18-29","1","1","Intervention","Pass","FL_63","Intervention"
"142","2022-09-29 17:30:25","2022-09-29 17:40:08","0","100","583","1","2022-09-29 17:40:09","anonymous","ES","1","1","41","1","1","1","10","7","1","1|2|3|4|5","50","35","10","5","0","1|2|3|4|5","1","1|2|3|4|5","50","30","10","10","0","1|2|3|4|5","1","75","25","1|2","3","10","90","1|2","3","7","2","5","5","1","mexicano/a","","México","mexicanos/as","583","Complete","40-49","0","0","Control","Pass","FL_88","Control"
"143","2022-09-29 17:38:23","2022-09-29 17:47:49","0","100","566","1","2022-09-29 17:47:50","anonymous","ES","1","1","27","0","1","1","10","10","1","1|2|3|4|5","80","15","5","0","0","1|2|3|4|5","1","1|2|3|4|5","50","30","11","9","0","1|2|3|4|5","7","35","65","1|2","3","36","64","1|2","4","99","2","4","10","3","mexicano/a","","México","mexicanos/as","566","Complete","18-29","0","1","Intervention","Pass","FL_64","Intervention"
"144","2022-09-29 17:46:26","2022-09-29 17:50:53","0","100","266","1","2022-09-29 17:50:55","anonymous","ES","1","1","47","0","1","1","10","9","1","4|3|2|1|5","20","40","0","0","40","4|3|2|1|5","2","4|3|2|1|5","69","31","0","0","0","4|3|2|1|5","6","31","69","2|1","3","32","68","2|1","3","6","2","4","5","1","mexicano/a","","México","mexicanos/as","266","Complete","40-49","1","1","Control","Pass","FL_63","Control"
"145","2022-09-29 17:47:12","2022-09-29 17:52:30","0","100","317","1","2022-09-29 17:52:31","anonymous","ES","0.8999999761581421","1","35","0","1","1","10","10","1","1|2|3|4|5","43","24","24","9","0","1|2|3|4|5","2","1|2|3|4|5","43","5","18","26","8","1|2|3|4|5","5","28","72","1|2","3","42","58","1|2","3","6","2","5","7","1","mexicano/a","","México","mexicanos/as","317","Complete","30-39","1","0","Intervention","Pass","FL_76","Intervention"
"146","2022-09-29 17:48:49","2022-09-29 17:56:01","0","100","431","1","2022-09-29 17:56:01","anonymous","ES","1","1","48","1","1","1","10","10","1","1|2|3|4|5","50","0","0","50","0","1|2|3|4|5","4","1|2|3|4|5","79","0","0","21","0","1|2|3|4|5","6","0","100","1|2","3","15","85","1|2","4","7","2","5","5","1","mexicano/a","","México","mexicanos/as","431","Complete","40-49","0","0","Control","Pass","FL_88","Control"
"147","2022-09-29 17:02:56","2022-09-29 17:56:52","0","100","3235","1","2022-09-29 17:56:52","anonymous","ES","1","1","29","1","1","1","10","10","1","4|3|2|1|5","0","28","52","20","0","4|3|2|1|5","2","4|3|2|1|5","12","24","24","40","0","4|3|2|1|5","7","51","49","2|1","4","77","23","2|1","2","7","2","7","10","1","mexicano/a","","México","mexicanos/as","3235","Complete","18-29","0","1","Intervention","Pass","FL_64","Intervention"
"148","2022-09-29 17:55:37","2022-09-29 18:04:18","0","100","521","1","2022-09-29 18:04:19","anonymous","ES","1","1","25","0","1","1","10","10","1","1|2|3|4|5","60","40","0","0","0","1|2|3|4|5","2","1|2|3|4|5","86","14","0","0","0","1|2|3|4|5","7","79","21","1|2","4","71","29","1|2","4","7","2","6","5","1","mexicano/a","","México","mexicanos/as","521","Complete","18-29","1","1","Intervention","Pass","FL_63","Intervention"
"149","2022-09-29 18:09:03","2022-09-29 18:20:46","0","100","702","1","2022-09-29 18:20:46","anonymous","ES","1","1","27","0","1","1","10","8","1","1|2|3|4|5","7","13","42","38","0","1|2|3|4|5","1","1|2|3|4|5","9","15","56","20","0","1|2|3|4|5","7","69","31","1|2","4","62","38","1|2","4","6","2","5","5","1","mexicano/a","","México","mexicanos/as","702","Complete","18-29","0","1","Intervention","Pass","FL_64","Intervention"
"150","2022-09-29 18:17:10","2022-09-29 18:24:32","0","100","441","1","2022-09-29 18:24:32","anonymous","ES","1","1","41","1","1","1","1","10","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","7","70","30","1|2","4","50","50","1|2","3","4","2","6","0","1","mexicano/a","","México","mexicanos/as","441","Complete","40-49","1","0","Control","Pass","FL_76","Control"
"151","2022-09-29 15:37:00","2022-09-29 18:25:37","0","100","10116","1","2022-09-29 18:25:38","anonymous","ES","1","1","49","1","1","1","10","10","1","1|2|3|4|5","42","37","0","1","20","1|2|3|4|5","1","1|2|3|4|5","62","17","0","0","21","1|2|3|4|5","7","80","20","1|2","4","80","20","1|2","4","4","2","5","5","1","mexicano/a","","México","mexicanos/as","10116","Complete","40-49","1","0","Control","Pass","FL_76","Control"
"152","2022-09-29 18:21:38","2022-09-29 18:27:14","0","100","336","1","2022-09-29 18:27:16","anonymous","ES","1","1","31","0","1","1","10","10","2","4|3|2|1|5","15","20","5","60","0","4|3|2|1|5","1","4|3|2|1|5","9","40","32","19","0","4|3|2|1|5","7","61","39","2|1","4","70","30","2|1","3","6","2","5","5","1","mexicano/a","","México","mexicanos/as","336","Complete","30-39","0","1","Control","Pass","FL_64","Control"
"153","2022-09-29 18:21:19","2022-09-29 18:32:55","0","100","695","1","2022-09-29 18:32:55","anonymous","ES","","1","47","0","1","1","10","10","1","1|2|3|4|5","20","20","20","40","0","1|2|3|4|5","4","1|2|3|4|5","0","0","0","0","100","1|2|3|4|5","7","20","80","1|2","4","20","80","1|2","4","1","2","5","0","1","mexicano/a","","México","mexicanos/as","695","Complete","40-49","0","0","Intervention","Pass","FL_88","Intervention"
"154","2022-09-29 18:33:20","2022-09-29 18:40:34","0","100","434","1","2022-09-29 18:40:35","anonymous","ES","1","1","18","0","1","1","5","6","2","4|3|2|1|5","25","50","10","5","10","4|3|2|1|5","2","4|3|2|1|5","17","33","5","30","15","4|3|2|1|5","5","15","85","2|1","3","25","75","2|1","3","5","2","4","5","1","mexicano/a","","México","mexicanos/as","434","Complete","18-29","0","0","Control","Pass","FL_88","Control"
"155","2022-09-29 18:41:18","2022-09-29 18:44:45","0","100","207","1","2022-09-29 18:44:46","anonymous","ES","0.8999999761581421","1","18","0","1","1","5","5","2","4|3|2|1|5","20","30","5","40","5","4|3|2|1|5","2","4|3|2|1|5","10","30","40","10","10","4|3|2|1|5","5","20","80","2|1","3","12","88","2|1","3","5","2","4","5","1","mexicano/a","","México","mexicanos/as","207","Complete","18-29","1","0","Intervention","Pass","FL_76","Intervention"
"156","2022-09-29 18:50:22","2022-09-29 18:54:09","0","100","226","1","2022-09-29 18:54:09","anonymous","ES","1","1","31","0","1","1","10","9","1","4|3|2|1|5","63","23","0","14","0","4|3|2|1|5","1","4|3|2|1|5","62","38","0","0","0","4|3|2|1|5","7","61","39","2|1","3","68","32","2|1","4","5","2","5","0","1","mexicano/a","","México","mexicanos/as","226","Complete","30-39","0","1","Control","Pass","FL_64","Control"
"157","2022-09-29 18:42:27","2022-09-29 18:55:57","0","100","810","1","2022-09-29 18:55:58","anonymous","ES","1","1","41","0","1","1","10","10","2","4|3|2|1|5","3","84","1","10","2","4|3|2|1|5","1","4|3|2|1|5","63","15","10","10","2","4|3|2|1|5","7","10","90","2|1","4","25","75","2|1","4","7","2","6","3","1","mexicano/a","","México","mexicanos/as","810","Complete","40-49","1","1","Intervention","Pass","FL_63","Intervention"
"158","2022-09-29 19:01:35","2022-09-29 19:02:11","0","100","35","1","2022-09-29 19:02:12","anonymous","ES","0.8999999761581421","1","39","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","35","","30-39","","","","","",""
"159","2022-09-29 18:56:10","2022-09-29 19:08:33","0","100","743","1","2022-09-29 19:08:33","anonymous","ES","0.8999999761581421","1","39","0","1","1","10","9","2","1|2|3|4|5","61","39","0","0","0","1|2|3|4|5","2","1|2|3|4|5","70","20","0","0","10","1|2|3|4|5","6","30","70","1|2","4","16","84","1|2","3","6","2","4","5","1","mexicano/a","","México","mexicanos/as","743","Complete","30-39","0","0","Intervention","Pass","FL_88","Intervention"
"160","2022-09-29 19:24:13","2022-09-29 19:33:06","0","100","532","1","2022-09-29 19:33:06","anonymous","ES","1","1","28","1","1","1","10","10","3","1|2|3|4|5","31","11","46","5","7","1|2|3|4|5","2","1|2|3|4|5","0","100","0","0","0","1|2|3|4|5","6","0","100","1|2","4","0","100","1|2","4","99","2","4","10","1","mexicano/a","","México","mexicanos/as","532","Complete","18-29","1","0","Control","Pass","FL_76","Control"
"161","2022-09-29 19:36:56","2022-09-29 19:42:32","0","100","335","1","2022-09-29 19:42:32","anonymous","ES","1","1","25","0","1","1","10","8","2","1|2|3|4|5","29","30","10","31","0","1|2|3|4|5","2","1|2|3|4|5","30","28","21","21","0","1|2|3|4|5","7","60","40","1|2","4","50","50","1|2","4","5","2","5","3","1","mexicano/a","","México","mexicanos/as","335","Complete","18-29","1","1","Intervention","Pass","FL_63","Intervention"
"162","2022-09-29 20:06:38","2022-09-29 20:07:53","0","100","75","1","2022-09-29 20:07:53","anonymous","ES","0.8999999761581421","1","31","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","75","","30-39","","","","","",""
"163","2022-09-29 19:58:37","2022-09-29 20:10:05","0","100","688","1","2022-09-29 20:10:06","anonymous","ES","1","1","45","0","1","1","9","9","1","1|2|3|4|5","60","30","0","0","10","1|2|3|4|5","1","1|2|3|4|5","60","30","0","0","10","1|2|3|4|5","6","70","30","1|2","4","30","70","1|2","3","6","2","5","0","1","mexicano/a","","México","mexicanos/as","688","Complete","40-49","1","1","Control","Pass","FL_63","Control"
"164","2022-09-29 20:07:34","2022-09-29 20:11:08","0","100","213","1","2022-09-29 20:11:09","anonymous","ES","1","1","26","0","1","1","9","8","1","1|2|3|4|5","80","5","5","5","5","1|2|3|4|5","1","1|2|3|4|5","80","5","5","5","5","1|2|3|4|5","7","85","15","1|2","3","60","40","1|2","4","4","2","5","5","1","mexicano/a","","México","mexicanos/as","213","Complete","18-29","1","0","Control","Pass","FL_76","Control"
"165","2022-09-29 20:13:46","2022-09-29 20:19:04","0","100","318","1","2022-09-29 20:19:04","anonymous","ES","1","1","26","1","1","1","10","10","2","4|3|2|1|5","10","40","20","30","0","4|3|2|1|5","2","4|3|2|1|5","5","20","30","40","5","4|3|2|1|5","7","60","40","2|1","3","80","20","2|1","2","6","2","5","6","1","mexicano/a","","México","mexicanos/as","318","Complete","18-29","0","1","Control","Pass","FL_64","Control"
"166","2022-09-29 19:41:49","2022-09-29 20:27:04","0","100","2714","1","2022-09-29 20:27:04","anonymous","ES","1","1","33","0","1","1","10","5","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","1","4|3|2|1|5","89","11","0","0","0","4|3|2|1|5","7","20","80","2|1","4","0","100","2|1","4","99","2","5","4","1","mexicano/a","","México","mexicanos/as","2714","Complete","30-39","0","0","Intervention","Pass","FL_88","Intervention"
"167","2022-09-29 20:15:37","2022-09-29 20:38:08","0","100","1350","1","2022-09-29 20:38:08","anonymous","ES","1","1","42","1","1","1","10","10","1","4|3|2|1|5","18","22","20","23","17","4|3|2|1|5","1","4|3|2|1|5","18","22","18","17","25","4|3|2|1|5","7","50","50","2|1","3","50","50","2|1","3","7","2","4","5","1","mexicano/a","","México","mexicanos/as","1350","Complete","40-49","1","0","Intervention","Pass","FL_76","Intervention"
"168","2022-09-29 20:46:47","2022-09-29 20:49:16","0","100","149","1","2022-09-29 20:49:17","anonymous","ES","1","1","46","0","1","1","10","10","1","1|2|3|4|5","51","16","23","10","0","1|2|3|4|5","1","1|2|3|4|5","80","19","1","0","0","1|2|3|4|5","6","75","25","1|2","4","75","25","1|2","4","7","2","4","5","1","mexicano/a","","México","mexicanos/as","149","Speeder","40-49","0","0","Control","Pass","FL_88","Control"
"169","2022-09-29 21:08:38","2022-09-29 21:13:53","0","100","315","1","2022-09-29 21:13:54","anonymous","ES","1","1","49","0","1","1","10","10","1","4|3|2|1|5","80","20","0","0","0","4|3|2|1|5","2","4|3|2|1|5","80","20","0","0","0","4|3|2|1|5","7","50","50","2|1","4","30","70","2|1","4","7","2","4","5","1","mexicano/a","","México","mexicanos/as","315","Complete","40-49","1","1","Intervention","Pass","FL_63","Intervention"
"170","2022-09-29 21:13:27","2022-09-29 21:18:39","0","100","312","1","2022-09-29 21:18:41","anonymous","ES","0.8999999761581421","1","42","0","1","1","10","10","1","4|3|2|1|5","26","39","29","6","0","4|3|2|1|5","2","4|3|2|1|5","21","57","15","7","0","4|3|2|1|5","7","29","71","2|1","4","27","73","2|1","4","7","2","4","3","1","mexicano/a","","México","mexicanos/as","312","Complete","40-49","0","1","Control","Pass","FL_64","Control"
"171","2022-09-29 21:17:40","2022-09-29 21:28:24","0","100","644","1","2022-09-29 21:28:26","anonymous","ES","1","1","28","0","1","1","10","10","1","4|3|2|1|5","17","48","7","28","0","4|3|2|1|5","2","4|3|2|1|5","56","26","10","8","0","4|3|2|1|5","7","7","93","2|1","3","3","97","2|1","4","7","2","5","5","1","mexicano/a","","México","mexicanos/as","644","Complete","18-29","1","0","Intervention","Pass","FL_76","Intervention"
"172","2022-09-29 21:28:36","2022-09-29 21:36:14","0","100","457","1","2022-09-29 21:36:14","anonymous","ES","0.8999999761581421","1","28","0","1","1","10","9","2","1|2|3|4|5","40","60","0","0","0","1|2|3|4|5","2","1|2|3|4|5","65","35","0","0","0","1|2|3|4|5","5","70","30","1|2","3","50","50","1|2","3","6","2","5","5","1","mexicano/a","","México","mexicanos/as","457","Complete","18-29","0","0","Control","Pass","FL_88","Control"
