"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Country","Nationality_plural","Q_TotalDuration","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO"
"156","2022-09-30 23:43:00","2022-09-30 23:48:17","0","100","317","1","2022-09-30 23:48:18","anonymous","JA","1","1","65","0","1","1","8","10","1","1|2|3|4|5","72","15","1","4","8","1|2|3|4|5","1","1|2|3|4|5","61","18","5","5","11","1|2|3|4|5","3","55","45","1|2","3","50","50","1|2","3","5","2","3","5","1","日本人","日本","日本人","317","Complete","60+","1","1","Intervention","Pass","FL_63","Intervention"
"157","2022-09-30 23:51:34","2022-09-30 23:52:20","0","100","45","1","2022-09-30 23:52:20","anonymous","JA","0.8999999761581421","1","59","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","45","","50-59","","","","","",""
"158","2022-09-30 23:53:23","2022-09-30 23:53:59","0","100","36","1","2022-09-30 23:53:59","anonymous","JA","0.800000011920929","1","50","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","36","","50-59","","","","","",""
"159","2022-09-30 23:52:09","2022-09-30 23:57:09","0","100","299","1","2022-09-30 23:57:10","anonymous","JA","0.800000011920929","1","70","1","1","1","8","8","1","1|2|3|4|5","92","0","6","2","0","1|2|3|4|5","1","1|2|3|4|5","82","13","0","0","5","1|2|3|4|5","5","11","89","1|2","4","10","90","1|2","4","6","2","5","5","1","日本人","日本","日本人","299","Complete","60+","1","0","Control","Pass","FL_76","Control"
"160","2022-09-30 23:55:41","2022-09-30 23:58:30","0","100","168","1","2022-09-30 23:58:30","anonymous","JA","0.8999999761581421","1","48","0","1","1","10","5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","3","0","100","1|2","4","0","100","1|2","4","99","2","5","5","2","日本人","日本","日本人","168","Speeder","40-49","0","1","Control","Pass","FL_64","Control"
"161","2022-09-30 23:53:05","2022-10-01 00:00:09","0","100","424","1","2022-10-01 00:00:10","anonymous","JA","0.4000000059604645","1","49","1","1","1","10","5","1","4|3|2|1|5","40","50","5","5","0","4|3|2|1|5","1","4|3|2|1|5","30","40","10","20","0","4|3|2|1|5","4","40","60","2|1","3","90","10","2|1","2","6","2","5","3","1","日本人","日本","日本人","424","Complete","40-49","0","1","Intervention","Pass","FL_64","Intervention"
"162","2022-09-30 23:55:02","2022-10-01 00:02:39","0","100","456","1","2022-10-01 00:02:39","anonymous","JA","0.8999999761581421","1","31","0","1","1","10","10","1","1|2|3|4|5","80","10","0","0","10","1|2|3|4|5","1","1|2|3|4|5","80","20","0","0","0","1|2|3|4|5","4","35","65","1|2","3","50","50","1|2","3","5","2","5","5","2","日本人","日本","日本人","456","Complete","30-39","0","0","Control","Pass","FL_88","Control"
"163","2022-09-30 23:57:38","2022-10-01 00:05:07","0","100","448","1","2022-10-01 00:05:07","anonymous","JA","1","1","61","1","1","1","10","10","2","4|3|2|1|5","30","50","10","10","0","4|3|2|1|5","2","4|3|2|1|5","10","60","10","20","0","4|3|2|1|5","2","30","70","2|1","3","33","67","2|1","3","5","2","5","5","2","日本人","日本","日本人","448","Complete","60+","1","1","Intervention","Pass","FL_63","Intervention"
"164","2022-10-01 00:05:54","2022-10-01 00:08:49","0","100","175","1","2022-10-01 00:08:49","anonymous","JA","0.4000000059604645","1","28","1","1","1","10","10","5","1|2|3|4|5","0","0","50","50","0","1|2|3|4|5","5","1|2|3|4|5","0","65","35","0","0","1|2|3|4|5","3","53","47","1|2","3","47","53","1|2","2","4","2","5","5","2","日本人","日本","日本人","175","Speeder","18-29","1","0","Control","Pass","FL_76","Control"
"165","2022-10-01 00:10:00","2022-10-01 00:10:28","0","100","28","1","2022-10-01 00:10:29","anonymous","JA","1","1","58","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","28","","50-59","","","","","",""
"166","2022-09-30 23:55:16","2022-10-01 00:12:31","0","100","1034","1","2022-10-01 00:12:31","anonymous","JA","1","1","37","0","1","1","9","8","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","5","50","50","2|1","4","70","30","2|1","2","5","2","3","5","2","日本人","日本","日本人","1034","Complete","30-39","1","0","Intervention","Pass","FL_76","Intervention"
"167","2022-10-01 00:08:52","2022-10-01 00:14:46","0","100","354","1","2022-10-01 00:14:47","anonymous","JA","1","1","64","1","1","1","10","10","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","70","30","0","0","0","1|2|3|4|5","5","0","100","1|2","4","24","76","1|2","2","3","2","3","6","1","日本人","日本","日本人","354","Complete","60+","0","0","Intervention","Pass","FL_88","Intervention"
"168","2022-10-01 00:08:30","2022-10-01 00:15:23","0","100","412","1","2022-10-01 00:15:23","anonymous","JA","1","1","72","1","1","1","10","10","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","7","0","100","2|1","4","50","50","2|1","1","99","2","5","5","1","日本人","日本","日本人","412","Complete","60+","0","1","Control","Pass","FL_64","Control"
"169","2022-10-01 00:14:56","2022-10-01 00:15:29","0","100","33","1","2022-10-01 00:15:30","anonymous","JA","1","1","59","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","33","","50-59","","","","","",""
"170","2022-10-01 00:17:07","2022-10-01 00:17:32","0","100","25","1","2022-10-01 00:17:33","anonymous","JA","1","1","52","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","25","","50-59","","","","","",""
"171","2022-10-01 00:13:34","2022-10-01 00:17:37","0","100","242","1","2022-10-01 00:17:39","anonymous","JA","1","1","71","1","1","1","10","10","1","1|2|3|4|5","35","50","5","5","5","1|2|3|4|5","1","1|2|3|4|5","40","30","10","10","10","1|2|3|4|5","3","70","30","1|2","2","30","70","1|2","3","3","2","4","7","1","日本人","日本","日本人","242","Complete","60+","1","1","Intervention","Pass","FL_63","Intervention"
"172","2022-10-01 00:15:48","2022-10-01 00:21:06","0","100","318","1","2022-10-01 00:21:09","anonymous","JA","1","1","77","1","1","1","0","0","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","4","50","50","2|1","2","90","10","2|1","3","99","2","5","5","2","日本人","日本","日本人","318","Complete","60+","0","1","Intervention","Pass","FL_64","Intervention"
"173","2022-10-01 00:17:35","2022-10-01 00:23:51","0","100","376","1","2022-10-01 00:23:51","anonymous","JA","1","1","37","1","1","1","10","10","1","4|3|2|1|5","30","50","5","5","10","4|3|2|1|5","1","4|3|2|1|5","30","50","5","5","10","4|3|2|1|5","4","50","50","2|1","2","50","50","2|1","1","99","2","3","5","2","日本人","日本","日本人","376","Complete","30-39","1","1","Control","Pass","FL_63","Control"
"174","2022-10-01 00:22:08","2022-10-01 00:30:26","0","100","497","1","2022-10-01 00:30:26","anonymous","JA","1","1","69","1","1","1","10","6","2","1|2|3|4|5","0","90","0","0","10","1|2|3|4|5","1","1|2|3|4|5","90","10","0","0","0","1|2|3|4|5","6","20","80","1|2","4","20","80","1|2","4","5","2","5","4","1","日本人","日本","日本人","497","Complete","60+","0","0","Intervention","Pass","FL_88","Intervention"
"175","2022-10-01 00:29:27","2022-10-01 00:32:05","0","100","158","1","2022-10-01 00:32:06","anonymous","JA","0.8999999761581421","1","32","0","1","1","10","10","2","4|3|2|1|5","60","36","4","0","0","4|3|2|1|5","5","4|3|2|1|5","0","5","46","49","0","4|3|2|1|5","5","18","82","2|1","2","47","53","2|1","2","6","3","","","","日本人","日本","日本人","158","QualityFail","30-39","0","0","Intervention","Fail","FL_88","Intervention"
"176","2022-10-01 00:20:35","2022-10-01 00:35:57","0","100","922","1","2022-10-01 00:35:57","anonymous","JA","0.8999999761581421","1","43","0","1","1","7","6","2","4|3|2|1|5","17","34","11","0","38","4|3|2|1|5","1","4|3|2|1|5","13","34","7","0","46","4|3|2|1|5","3","48","52","2|1","2","68","32","2|1","2","4","2","3","5","1","日本人","日本","日本人","922","Complete","40-49","1","0","Control","Pass","FL_76","Control"
"177","2022-10-01 00:43:19","2022-10-01 00:45:56","0","100","156","1","2022-10-01 00:45:56","anonymous","JA","0.800000011920929","1","23","0","1","1","10","8","2","1|2|3|4|5","25","43","3","15","14","1|2|3|4|5","2","1|2|3|4|5","35","30","14","14","7","1|2|3|4|5","4","50","50","1|2","4","31","69","1|2","4","6","2","5","7","1","日本人","日本","日本人","156","Speeder","18-29","0","1","Control","Pass","FL_64","Control"
"178","2022-10-01 00:41:28","2022-10-01 00:47:38","0","100","369","1","2022-10-01 00:47:38","anonymous","JA","1","1","79","1","1","1","7","7","1","1|2|3|4|5","60","10","5","5","20","1|2|3|4|5","1","1|2|3|4|5","60","10","0","0","30","1|2|3|4|5","5","50","50","1|2","2","20","80","1|2","3","4","2","3","5","1","日本人","日本","日本人","369","Complete","60+","1","1","Control","Pass","FL_63","Control"
"179","2022-10-01 00:46:57","2022-10-01 00:54:11","0","100","434","1","2022-10-01 00:54:11","anonymous","JA","1","1","76","1","1","1","10","10","1","1|2|3|4|5","70","20","0","0","10","1|2|3|4|5","1","1|2|3|4|5","70","20","0","0","10","1|2|3|4|5","6","29","71","1|2","3","31","69","1|2","4","7","2","5","7","1","日本人","日本","日本人","434","Complete","60+","1","0","Intervention","Pass","FL_76","Intervention"
"180","2022-10-01 00:50:51","2022-10-01 00:55:13","0","100","261","1","2022-10-01 00:55:13","anonymous","JA","1","1","24","0","1","1","10","10","2","4|3|2|1|5","27","63","0","0","10","4|3|2|1|5","2","4|3|2|1|5","30","42","0","0","28","4|3|2|1|5","2","85","15","2|1","2","83","17","2|1","2","2","2","5","1","2","日本人","日本","日本人","261","Complete","18-29","1","0","Intervention","Pass","FL_76","Intervention"
"181","2022-10-01 00:48:18","2022-10-01 00:55:33","0","100","435","1","2022-10-01 00:55:34","anonymous","JA","1","1","66","1","1","1","10","10","1","4|3|2|1|5","54","11","0","0","35","4|3|2|1|5","1","4|3|2|1|5","17","17","18","26","22","4|3|2|1|5","4","71","29","2|1","2","32","68","2|1","3","4","2","5","5","2","日本人","日本","日本人","435","Complete","60+","0","0","Control","Pass","FL_88","Control"
"182","2022-10-01 00:55:03","2022-10-01 01:00:13","0","100","309","1","2022-10-01 01:00:13","anonymous","JA","1","1","73","1","1","1","10","10","2","1|2|3|4|5","81","19","0","0","0","1|2|3|4|5","2","1|2|3|4|5","70","30","0","0","0","1|2|3|4|5","5","50","50","1|2","3","43","57","1|2","3","4","2","2","5","1","日本人","日本","日本人","309","Complete","60+","1","1","Intervention","Pass","FL_63","Intervention"
"183","2022-10-01 00:56:57","2022-10-01 01:01:06","0","100","249","1","2022-10-01 01:01:07","anonymous","JA","1","1","63","1","1","1","10","10","2","1|2|3|4|5","18","54","15","13","0","1|2|3|4|5","2","1|2|3|4|5","19","55","19","7","0","1|2|3|4|5","4","84","16","1|2","3","83","17","1|2","1","3","2","5","10","2","日本人","日本","日本人","249","Complete","60+","0","1","Control","Pass","FL_64","Control"
"184","2022-10-01 01:02:52","2022-10-01 01:06:29","0","100","217","1","2022-10-01 01:06:30","anonymous","JA","0.8999999761581421","1","44","1","1","1","10","9","2","4|3|2|1|5","10","60","24","6","0","4|3|2|1|5","2","4|3|2|1|5","0","58","29","13","0","4|3|2|1|5","5","20","80","2|1","2","70","30","2|1","2","5","2","4","7","1","日本人","日本","日本人","217","Complete","40-49","1","1","Control","Pass","FL_63","Control"
"185","2022-10-01 01:06:24","2022-10-01 01:13:59","0","100","455","1","2022-10-01 01:13:59","anonymous","JA","1","1","33","1","1","1","10","5","1","4|3|2|1|5","51","27","0","0","22","4|3|2|1|5","1","4|3|2|1|5","61","39","0","0","0","4|3|2|1|5","3","53","47","2|1","3","48","52","2|1","2","3","2","5","3","1","日本人","日本","日本人","455","Complete","30-39","1","0","Intervention","Pass","FL_76","Intervention"
"186","2022-10-01 01:14:53","2022-10-01 01:15:35","0","100","41","1","2022-10-01 01:15:35","anonymous","JA","0.8999999761581421","1","59","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","41","","50-59","","","","","",""
"187","2022-10-01 01:11:27","2022-10-01 01:20:34","0","100","546","1","2022-10-01 01:20:35","anonymous","JA","0.8999999761581421","1","58","0","1","1","10","10","2","1|2|3|4|5","0","0","0","50","50","1|2|3|4|5","2","1|2|3|4|5","25","75","0","0","0","1|2|3|4|5","1","50","50","1|2","2","50","50","1|2","3","6","2","4","5","1","日本人","日本","日本人","546","Complete","50-59","0","0","Control","Pass","FL_88","Control"
"188","2022-10-01 01:15:47","2022-10-01 01:23:09","0","100","441","1","2022-10-01 01:23:09","anonymous","JA","0.8999999761581421","1","40","1","1","1","10","5","1","1|2|3|4|5","70","30","0","0","0","1|2|3|4|5","1","1|2|3|4|5","50","50","0","0","0","1|2|3|4|5","4","70","30","1|2","2","70","30","1|2","2","3","2","5","4","2","日本人","日本","日本人","441","Complete","40-49","0","1","Intervention","Pass","FL_64","Intervention"
"189","2022-10-01 01:16:30","2022-10-01 01:23:41","0","100","431","1","2022-10-01 01:23:42","anonymous","JA","0.8999999761581421","1","42","1","1","1","7","7","2","1|2|3|4|5","27","35","16","3","19","1|2|3|4|5","1","1|2|3|4|5","24","43","7","4","22","1|2|3|4|5","1","65","35","1|2","3","67","33","1|2","3","3","2","3","3","1","日本人","日本","日本人","431","Complete","40-49","0","0","Intervention","Pass","FL_88","Intervention"
"190","2022-10-01 01:19:44","2022-10-01 01:26:41","0","100","416","1","2022-10-01 01:26:41","anonymous","JA","1","1","67","1","1","1","10","8","2","1|2|3|4|5","50","41","4","3","2","1|2|3|4|5","2","1|2|3|4|5","18","24","5","3","50","1|2|3|4|5","4","40","60","1|2","2","71","29","1|2","2","4","2","5","6","1","日本人","日本","日本人","416","Complete","60+","1","0","Control","Pass","FL_76","Control"
"191","2022-10-01 01:23:24","2022-10-01 01:27:44","0","100","260","1","2022-10-01 01:27:45","anonymous","JA","0.8999999761581421","1","42","0","1","1","10","10","2","1|2|3|4|5","66","34","0","0","0","1|2|3|4|5","2","1|2|3|4|5","49","51","0","0","0","1|2|3|4|5","4","21","79","1|2","3","48","52","1|2","4","5","2","3","5","2","日本人","日本","日本人","260","Complete","40-49","1","1","Intervention","Pass","FL_63","Intervention"
"192","2022-10-01 01:34:31","2022-10-01 01:38:45","0","100","254","1","2022-10-01 01:38:47","anonymous","JA","1","1","62","1","1","1","10","10","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","4","0","100","2|1","4","100","0","2|1","4","1","2","6","5","1","日本人","日本","日本人","254","Complete","60+","1","0","Control","Pass","FL_76","Control"
"193","2022-10-01 01:36:20","2022-10-01 01:39:56","0","100","216","1","2022-10-01 01:39:56","anonymous","JA","1","1","43","1","1","1","10","10","1","1|2|3|4|5","91","9","0","0","0","1|2|3|4|5","1","1|2|3|4|5","90","10","0","0","0","1|2|3|4|5","3","27","73","1|2","2","80","20","1|2","2","3","2","5","7","1","日本人","日本","日本人","216","Complete","40-49","0","0","Intervention","Pass","FL_88","Intervention"
"194","2022-10-01 01:36:15","2022-10-01 01:40:39","0","100","264","1","2022-10-01 01:40:39","anonymous","JA","0.8999999761581421","1","21","0","1","1","10","5","2","4|3|2|1|5","41","34","9","5","11","4|3|2|1|5","2","4|3|2|1|5","12","41","10","24","13","4|3|2|1|5","1","88","12","2|1","2","80","20","2|1","1","3","2","3","5","1","日本人","日本","日本人","264","Complete","18-29","0","1","Control","Pass","FL_64","Control"
"195","2022-10-01 01:40:56","2022-10-01 01:41:20","0","100","23","1","2022-10-01 01:41:21","anonymous","JA","1","1","55","1","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","23","","50-59","","","","","",""
"196","2022-10-01 01:42:20","2022-10-01 01:42:59","0","100","38","1","2022-10-01 01:43:00","anonymous","JA","0.699999988079071","1","52","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","38","","50-59","","","","","",""
"197","2022-10-01 01:39:55","2022-10-01 01:44:09","0","100","253","1","2022-10-01 01:44:09","anonymous","JA","1","1","63","0","1","1","0","0","2","1|2|3|4|5","0","20","0","0","80","1|2|3|4|5","2","1|2|3|4|5","0","0","0","0","100","1|2|3|4|5","4","0","100","1|2","2","100","0","1|2","2","4","2","5","5","3","日本人","日本","日本人","253","Complete","60+","1","1","Intervention","Pass","FL_63","Intervention"
"198","2022-10-01 01:42:06","2022-10-01 01:45:04","0","100","177","1","2022-10-01 01:45:05","anonymous","JA","0.699999988079071","1","34","1","1","1","10","7","2","1|2|3|4|5","28","47","25","0","0","1|2|3|4|5","2","1|2|3|4|5","18","47","35","0","0","1|2|3|4|5","3","27","73","1|2","2","46","54","1|2","2","4","2","5","6","3","日本人","日本","日本人","177","Speeder","30-39","0","0","Control","Pass","FL_88","Control"
"199","2022-10-01 01:45:46","2022-10-01 01:48:00","0","100","134","1","2022-10-01 01:48:01","anonymous","JA","0.8999999761581421","1","25","1","1","1","10","10","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","1","4|3|2|1|5","0","0","0","40","60","4|3|2|1|5","5","75","25","2|1","3","54","46","2|1","3","3","2","5","5","3","日本人","日本","日本人","134","Speeder","18-29","0","0","Control","Pass","FL_88","Control"
"200","2022-10-01 01:42:28","2022-10-01 01:48:31","0","100","362","1","2022-10-01 01:48:31","anonymous","JA","0.8999999761581421","1","57","0","1","1","10","5","1","1|2|3|4|5","73","17","0","0","10","1|2|3|4|5","1","1|2|3|4|5","50","30","0","0","20","1|2|3|4|5","1","40","60","1|2","3","60","40","1|2","2","4","2","5","5","2","日本人","日本","日本人","362","Complete","50-59","1","0","Intervention","Pass","FL_76","Intervention"
"201","2022-10-01 01:42:57","2022-10-01 01:52:28","0","100","571","1","2022-10-01 01:52:29","anonymous","JA","1","1","67","0","1","1","10","10","2","1|2|3|4|5","64","36","0","0","0","1|2|3|4|5","2","1|2|3|4|5","42","48","5","5","0","1|2|3|4|5","2","88","12","1|2","2","29","71","1|2","3","3","2","3","6","2","日本人","日本","日本人","571","Complete","60+","1","0","Control","Pass","FL_76","Control"
"202","2022-10-01 01:47:40","2022-10-01 01:55:42","0","100","482","1","2022-10-01 01:55:44","anonymous","JA","1","1","82","1","1","1","10","10","1","4|3|2|1|5","70","20","10","0","0","4|3|2|1|5","1","4|3|2|1|5","60","40","0","0","0","4|3|2|1|5","4","20","80","2|1","3","30","70","2|1","4","7","2","3","5","2","日本人","日本","日本人","482","Complete","60+","0","1","Intervention","Pass","FL_64","Intervention"
"203","2022-10-01 01:56:41","2022-10-01 02:00:12","0","100","210","1","2022-10-01 02:00:12","anonymous","JA","1","1","31","1","1","1","10","10","1","1|2|3|4|5","40","20","10","10","20","1|2|3|4|5","1","1|2|3|4|5","30","40","10","10","10","1|2|3|4|5","3","60","40","1|2","2","70","30","1|2","2","5","2","6","3","2","日本人","日本","日本人","210","Complete","30-39","1","1","Intervention","Pass","FL_63","Intervention"
"204","2022-10-01 01:58:43","2022-10-01 02:02:38","0","100","234","1","2022-10-01 02:02:38","anonymous","JA","0.8999999761581421","1","38","0","1","1","10","8","2","1|2|3|4|5","54","35","0","0","11","1|2|3|4|5","1","1|2|3|4|5","90","10","0","0","0","1|2|3|4|5","1","50","50","1|2","3","50","50","1|2","4","6","2","2","5","2","日本人","日本","日本人","234","Complete","30-39","0","1","Control","Pass","FL_64","Control"
"205","2022-10-01 02:06:23","2022-10-01 02:06:54","0","100","31","1","2022-10-01 02:06:54","anonymous","JA","0.8999999761581421","1","55","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","31","","50-59","","","","","",""
"206","2022-10-01 02:08:12","2022-10-01 02:12:03","0","100","231","1","2022-10-01 02:12:04","anonymous","JA","0.8999999761581421","1","75","1","1","1","10","10","1","1|2|3|4|5","91","9","0","0","0","1|2|3|4|5","1","1|2|3|4|5","83","17","0","0","0","1|2|3|4|5","6","100","0","1|2","4","100","0","1|2","4","7","2","5","5","1","日本人","日本","日本人","231","Complete","60+","1","0","Control","Pass","FL_76","Control"
"207","2022-10-01 02:20:21","2022-10-01 02:21:08","0","100","46","1","2022-10-01 02:21:08","anonymous","JA","0.800000011920929","1","52","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","46","","50-59","","","","","",""
"208","2022-10-01 02:12:02","2022-10-01 02:21:56","0","100","593","1","2022-10-01 02:21:56","anonymous","JA","0.800000011920929","1","62","1","1","1","10","10","2","4|3|2|1|5","40","60","0","0","0","4|3|2|1|5","2","4|3|2|1|5","60","30","0","0","10","4|3|2|1|5","4","21","79","2|1","3","27","73","2|1","2","99","2","5","8","1","日本人","日本","日本人","593","Complete","60+","1","1","Intervention","Pass","FL_63","Intervention"
"209","2022-10-01 02:21:10","2022-10-01 02:22:06","0","100","56","1","2022-10-01 02:22:07","anonymous","JA","0.8999999761581421","1","69","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","56","","60+","","","","","",""
"210","2022-10-01 02:19:16","2022-10-01 02:22:36","0","100","199","1","2022-10-01 02:22:37","anonymous","JA","1","1","33","1","1","1","10","8","1","1|2|3|4|5","70","20","0","0","10","1|2|3|4|5","1","1|2|3|4|5","70","30","0","0","0","1|2|3|4|5","2","60","40","1|2","2","80","20","1|2","1","99","2","4","5","2","日本人","日本","日本人","199","Complete","30-39","0","0","Control","Pass","FL_88","Control"
"211","2022-10-01 02:21:59","2022-10-01 02:22:37","0","100","37","1","2022-10-01 02:22:37","anonymous","JA","1","1","63","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","37","","60+","","","","","",""
"212","2022-10-01 02:29:44","2022-10-01 02:30:21","0","100","36","1","2022-10-01 02:30:21","anonymous","JA","1","1","63","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","36","","60+","","","","","",""
"213","2022-10-01 02:26:35","2022-10-01 02:30:40","0","100","244","1","2022-10-01 02:30:40","anonymous","JA","1","1","50","0","1","1","10","3","1","1|2|3|4|5","32","16","13","18","21","1|2|3|4|5","1","1|2|3|4|5","36","29","15","10","10","1|2|3|4|5","5","62","38","1|2","2","45","55","1|2","3","5","2","5","2","1","日本人","日本","日本人","244","Complete","50-59","0","1","Intervention","Pass","FL_64","Intervention"
"214","2022-10-01 02:38:20","2022-10-01 02:42:35","0","100","255","1","2022-10-01 02:42:35","anonymous","JA","0.8999999761581421","1","34","0","1","1","10","5","5","1|2|3|4|5","20","46","16","18","0","1|2|3|4|5","5","1|2|3|4|5","0","46","24","7","23","1|2|3|4|5","1","35","65","1|2","2","61","39","1|2","2","99","2","5","5","3","日本人","日本","日本人","255","Complete","30-39","0","0","Intervention","Pass","FL_88","Intervention"
"215","2022-10-01 02:42:21","2022-10-01 02:42:46","0","100","25","1","2022-10-01 02:42:47","anonymous","JA","0.8999999761581421","1","51","1","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","25","","50-59","","","","","",""
"216","2022-10-01 02:38:57","2022-10-01 02:43:50","0","100","292","1","2022-10-01 02:43:50","anonymous","JA","1","1","47","1","1","1","10","10","2","4|3|2|1|5","50","50","0","0","0","4|3|2|1|5","2","4|3|2|1|5","50","50","0","0","0","4|3|2|1|5","1","50","50","2|1","2","50","50","2|1","2","99","2","3","0","2","日本人","日本","日本人","292","Complete","40-49","1","0","Control","Pass","FL_76","Control"
"217","2022-10-01 02:45:11","2022-10-01 02:45:57","0","100","45","1","2022-10-01 02:45:57","anonymous","JA","0.8999999761581421","1","62","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","45","","60+","","","","","",""
"218","2022-10-01 02:46:57","2022-10-01 02:47:26","0","100","28","1","2022-10-01 02:47:26","anonymous","JA","1","1","71","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","28","","60+","","","","","",""
"219","2022-10-01 02:46:29","2022-10-01 02:47:33","0","100","63","1","2022-10-01 02:47:33","anonymous","JA","1","1","73","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","63","","60+","","","","","",""
"220","2022-10-01 02:48:44","2022-10-01 02:49:40","0","100","56","1","2022-10-01 02:49:40","anonymous","JA","1","1","76","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","56","","60+","","","","","",""
"221","2022-10-01 02:46:54","2022-10-01 02:50:03","0","100","188","1","2022-10-01 02:50:03","anonymous","JA","1","1","41","1","1","1","10","10","2","1|2|3|4|5","60","40","0","0","0","1|2|3|4|5","2","1|2|3|4|5","60","40","0","0","0","1|2|3|4|5","1","80","20","1|2","1","90","10","1|2","3","3","2","5","5","2","日本人","日本","日本人","188","Complete","40-49","1","1","Intervention","Pass","FL_63","Intervention"
"222","2022-10-01 02:51:53","2022-10-01 02:52:47","0","100","54","1","2022-10-01 02:52:48","anonymous","JA","1","1","66","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","54","","60+","","","","","",""
"223","2022-10-01 02:57:02","2022-10-01 02:58:44","0","100","102","1","2022-10-01 02:58:45","anonymous","JA","0.8999999761581421","1","60","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","102","","60+","","","","","",""
"224","2022-10-01 02:58:23","2022-10-01 02:59:01","0","100","38","1","2022-10-01 02:59:01","anonymous","JA","1","1","59","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","日本人","日本","日本人","38","","50-59","","","","","",""
"225","2022-10-01 02:58:03","2022-10-01 03:03:17","0","100","313","1","2022-10-01 03:03:18","anonymous","JA","0.8999999761581421","1","45","0","1","1","10","5","2","4|3|2|1|5","40","60","0","0","0","4|3|2|1|5","2","4|3|2|1|5","0","60","0","0","40","4|3|2|1|5","2","80","20","2|1","3","50","50","2|1","3","3","2","3","5","2","日本人","日本","日本人","313","Complete","40-49","0","0","Control","Pass","FL_88","Control"
