"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Country","Nationality_plural","Q_TotalDuration","Country_n1","Country_n2","Nationality_singular_n1","Nationality_plural_n1","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO"
"107","2022-09-29 13:47:02","2022-09-29 13:58:02","0","100","659","1","2022-09-29 13:58:04","anonymous","PL","1","1","39","1","1","1","10","10","2","1|2|3|4|5","0","0","0","0","100","1|2|3|4|5","2","1|2|3|4|5","0","50","0","0","50","1|2|3|4|5","7","20","80","1|2","4","50","50","1|2","3","99","2","4","10","1","Polak/Polka","Polska","Polacy","659","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","1","1","Intervention","Pass","FL_63","Intervention"
"108","2022-09-29 13:53:04","2022-09-29 13:59:09","0","100","364","1","2022-09-29 13:59:09","anonymous","PL","1","1","64","1","1","1","10","10","3","1|2|3|4|5","99","0","1","0","0","1|2|3|4|5","4","1|2|3|4|5","99","0","0","1","0","1|2|3|4|5","7","100","0","1|2","1","100","0","1|2","1","1","2","6","10","1","Polak/Polka","Polska","Polacy","364","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","0","1","Intervention","Pass","FL_64","Intervention"
"109","2022-09-29 13:54:00","2022-09-29 14:02:35","0","100","514","1","2022-09-29 14:02:35","anonymous","PL","1","1","61","1","1","1","10","10","3","1|2|3|4|5","80","10","10","0","0","1|2|3|4|5","2","1|2|3|4|5","80","20","0","0","0","1|2|3|4|5","5","91","9","1|2","1","76","24","1|2","1","1","2","4","10","1","Polak/Polka","Polska","Polacy","514","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","1","1","Control","Pass","FL_63","Control"
"110","2022-09-29 14:11:17","2022-09-29 14:12:04","0","100","47","1","2022-09-29 14:12:04","anonymous","PL","0.8999999761581421","1","59","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","47","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"111","2022-09-29 14:11:26","2022-09-29 14:12:08","0","100","42","1","2022-09-29 14:12:09","anonymous","PL","1","1","55","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","42","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"112","2022-09-29 14:24:24","2022-09-29 14:31:39","0","100","435","1","2022-09-29 14:31:40","anonymous","PL","1","1","70","1","1","1","10","9","3","4|3|2|1|5","0","0","0","0","100","4|3|2|1|5","2","4|3|2|1|5","0","0","0","0","100","4|3|2|1|5","5","50","50","2|1","1","50","50","2|1","1","999","2","4","10","2","Polak/Polka","Polska","Polacy","435","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","0","0","Control","Pass","FL_88","Control"
"113","2022-09-29 14:32:33","2022-09-29 14:33:15","0","100","42","1","2022-09-29 14:33:16","anonymous","PL","1","1","54","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","42","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"114","2022-09-29 14:30:49","2022-09-29 14:33:58","0","100","188","1","2022-09-29 14:33:58","anonymous","PL","0.8999999761581421","1","60","1","1","1","10","10","1","1|2|3|4|5","17","34","44","5","0","1|2|3|4|5","1","1|2|3|4|5","22","42","17","8","11","1|2|3|4|5","7","1","99","1|2","4","0","100","1|2","4","7","2","5","0","2","Polak/Polka","Polska","Polacy","188","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","1","0","Intervention","Pass","FL_76","Intervention"
"115","2022-09-29 14:34:19","2022-09-29 14:35:34","0","100","75","1","2022-09-29 14:35:35","anonymous","PL","1","1","76","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","75","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"116","2022-09-29 14:58:27","2022-09-29 15:00:08","0","100","100","1","2022-09-29 15:00:08","anonymous","PL","1","1","60","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","100","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"117","2022-09-29 14:58:48","2022-09-29 15:08:50","0","100","601","1","2022-09-29 15:08:50","anonymous","PL","1","1","27","1","1","1","5","5","5","1|2|3|4|5","20","19","22","21","18","1|2|3|4|5","5","1|2|3|4|5","21","18","21","19","21","1|2|3|4|5","4","51","49","1|2","3","50","50","1|2","4","99","2","3","5","3","Polak/Polka","Polska","Polacy","601","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","0","0","Control","Pass","FL_88","Control"
"118","2022-09-29 15:15:08","2022-09-29 15:15:33","0","100","25","1","2022-09-29 15:15:33","anonymous","PL","1","1","52","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","25","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"119","2022-09-29 15:20:03","2022-09-29 15:23:15","0","100","191","1","2022-09-29 15:23:15","anonymous","PL","","1","54","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","191","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"120","2022-09-29 15:30:44","2022-09-29 15:31:07","0","100","23","1","2022-09-29 15:31:07","anonymous","PL","1","1","51","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","23","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"121","2022-09-29 15:54:14","2022-09-29 15:59:42","0","100","328","1","2022-09-29 15:59:43","anonymous","PL","0.8999999761581421","1","72","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","328","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"122","2022-09-29 16:03:01","2022-09-29 16:03:42","0","100","40","1","2022-09-29 16:03:42","anonymous","PL","1","1","60","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","40","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"123","2022-09-29 16:02:17","2022-09-29 16:05:36","0","100","199","1","2022-09-29 16:05:36","anonymous","PL","1","1","57","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","199","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"124","2022-09-29 16:06:07","2022-09-29 16:06:37","0","100","29","1","2022-09-29 16:06:37","anonymous","PL","1","1","51","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","29","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"125","2022-09-29 16:09:31","2022-09-29 16:09:56","0","100","24","1","2022-09-29 16:09:56","anonymous","PL","1","1","50","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","24","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"126","2022-09-29 16:09:38","2022-09-29 16:10:09","0","100","31","1","2022-09-29 16:10:10","anonymous","PL","1","1","58","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","31","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"127","2022-09-29 16:16:49","2022-09-29 16:17:33","0","100","43","1","2022-09-29 16:17:33","anonymous","PL","1","1","62","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","43","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"128","2022-09-29 16:16:51","2022-09-29 16:17:51","0","100","59","1","2022-09-29 16:17:53","anonymous","PL","1","1","74","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","59","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"129","2022-09-29 16:27:39","2022-09-29 16:29:21","0","100","101","1","2022-09-29 16:29:21","anonymous","PL","0.8999999761581421","1","57","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","101","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"130","2022-09-29 16:37:05","2022-09-29 16:37:34","0","100","29","1","2022-09-29 16:37:34","anonymous","PL","0.8999999761581421","1","57","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","29","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"131","2022-09-29 16:51:25","2022-09-29 16:52:03","0","100","37","1","2022-09-29 16:52:04","anonymous","PL","1","1","61","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","37","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"132","2022-09-29 16:59:14","2022-09-29 17:01:28","0","100","133","1","2022-09-29 17:01:28","anonymous","PL","1","1","47","1","1","1","3","2","1","1|2|3|4|5","38","44","17","1","0","1|2|3|4|5","1","1|2|3|4|5","21","13","28","26","12","1|2|3|4|5","3","37","63","1|2","2","31","69","1|2","2","2","2","4","2","1","Polak/Polka","Polska","Polacy","133","Polski","Polsce","Polakiem/Polką","Polaków","Speeder","40-49","1","1","Intervention","Pass","FL_63","Intervention"
"133","2022-09-29 17:00:25","2022-09-29 17:01:36","0","100","70","1","2022-09-29 17:01:36","anonymous","PL","1","1","68","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","70","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"134","2022-09-29 17:15:39","2022-09-29 17:16:59","0","100","79","1","2022-09-29 17:16:59","anonymous","PL","1","1","73","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","79","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"135","2022-09-29 17:19:25","2022-09-29 17:21:25","0","100","120","1","2022-09-29 17:21:25","anonymous","PL","1","1","58","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","120","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"136","2022-09-29 17:22:11","2022-09-29 17:22:59","0","100","48","1","2022-09-29 17:22:59","anonymous","PL","1","1","18","1","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","48","Polski","Polsce","Polakiem/Polką","Polaków","Screenout","18-29","","","","","",""
"137","2022-09-29 17:59:38","2022-09-29 18:00:30","0","100","52","1","2022-09-29 18:00:31","anonymous","PL","0.8999999761581421","1","63","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","52","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"138","2022-09-29 18:02:57","2022-09-29 18:04:01","0","100","63","1","2022-09-29 18:04:01","anonymous","PL","1","1","74","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","63","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"139","2022-09-29 18:12:53","2022-09-29 18:13:56","0","100","62","1","2022-09-29 18:13:56","anonymous","PL","0.8999999761581421","1","73","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","62","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"140","2022-09-29 18:14:39","2022-09-29 18:16:32","0","100","112","1","2022-09-29 18:16:32","anonymous","PL","1","1","61","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","112","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"141","2022-09-29 18:27:42","2022-09-29 18:28:40","0","100","58","1","2022-09-29 18:28:40","anonymous","PL","1","1","62","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","58","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"142","2022-09-29 18:45:04","2022-09-29 18:45:49","0","100","44","1","2022-09-29 18:45:49","anonymous","PL","1","1","64","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","44","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"143","2022-09-29 18:45:39","2022-09-29 18:46:30","0","100","51","1","2022-09-29 18:46:30","anonymous","PL","1","1","51","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","51","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"144","2022-09-29 18:50:49","2022-09-29 18:51:36","0","100","47","1","2022-09-29 18:51:36","anonymous","PL","1","1","53","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","47","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"145","2022-09-29 19:43:38","2022-09-29 19:45:41","0","100","122","1","2022-09-29 19:45:42","anonymous","PL","1","1","80","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","122","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"146","2022-09-29 19:55:09","2022-09-29 19:56:38","0","100","89","1","2022-09-29 19:56:38","anonymous","PL","1","1","55","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","89","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"147","2022-09-29 19:56:55","2022-09-29 19:58:40","0","100","104","1","2022-09-29 19:58:40","anonymous","PL","1","1","26","1","1","1","10","10","5","1|2|3|4|5","50","46","4","0","0","1|2|3|4|5","5","1|2|3|4|5","0","0","0","0","100","1|2|3|4|5","4","50","50","1|2","2","50","50","1|2","3","99","2","4","10","1","Polak/Polka","Polska","Polacy","104","Polski","Polsce","Polakiem/Polką","Polaków","Speeder","18-29","1","0","Intervention","Pass","FL_76","Intervention"
"148","2022-09-29 19:55:09","2022-09-29 20:01:25","0","100","376","1","2022-09-29 20:01:25","anonymous","PL","0.8999999761581421","1","26","1","1","1","8","7","3","1|2|3|4|5","34","25","25","13","3","1|2|3|4|5","2","1|2|3|4|5","48","18","14","12","8","1|2|3|4|5","5","46","54","1|2","3","39","61","1|2","3","5","2","6","8","1","Polak/Polka","Polska","Polacy","376","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","0","1","Control","Pass","FL_64","Control"
"149","2022-09-29 20:08:12","2022-09-29 20:08:49","0","100","36","1","2022-09-29 20:08:49","anonymous","PL","1","1","74","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","36","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"150","2022-09-29 20:09:31","2022-09-29 20:10:02","0","100","31","1","2022-09-29 20:10:03","anonymous","PL","1","1","62","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","31","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"151","2022-09-29 20:11:14","2022-09-29 20:16:57","0","100","342","1","2022-09-29 20:16:57","anonymous","PL","0.8999999761581421","1","47","1","1","1","10","10","2","1|2|3|4|5","30","56","2","2","10","1|2|3|4|5","2","1|2|3|4|5","50","30","20","0","0","1|2|3|4|5","7","20","80","1|2","4","10","90","1|2","4","7","2","6","5","1","Polak/Polka","Polska","Polacy","342","Polski","Polsce","Polakiem/Polką","Polaków","Complete","40-49","1","0","Control","Pass","FL_76","Control"
"152","2022-09-29 20:20:53","2022-09-29 20:21:40","0","100","47","1","2022-09-29 20:21:40","anonymous","PL","1","1","56","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","47","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"153","2022-09-29 20:24:13","2022-09-29 20:25:30","0","100","76","1","2022-09-29 20:25:32","anonymous","PL","1","1","67","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","76","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"154","2022-09-29 20:43:07","2022-09-29 20:43:41","0","100","33","1","2022-09-29 20:43:43","anonymous","PL","1","1","50","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","33","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"155","2022-09-29 20:42:39","2022-09-29 20:46:13","0","100","213","1","2022-09-29 20:46:13","anonymous","PL","1","1","53","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","213","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"156","2022-09-29 20:46:39","2022-09-29 20:47:30","0","100","50","1","2022-09-29 20:47:30","anonymous","PL","0.8999999761581421","1","75","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","50","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"157","2022-09-29 21:11:47","2022-09-29 21:13:49","0","100","122","1","2022-09-29 21:13:50","anonymous","PL","1","1","73","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","122","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"158","2022-09-29 21:30:37","2022-09-29 21:31:15","0","100","38","1","2022-09-29 21:31:15","anonymous","PL","1","1","65","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","38","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"159","2022-09-29 22:09:22","2022-09-29 22:09:49","0","100","27","1","2022-09-29 22:09:51","anonymous","PL","0.8999999761581421","1","64","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","27","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"160","2022-09-29 22:10:07","2022-09-29 22:11:25","0","100","78","1","2022-09-29 22:11:26","anonymous","PL","1","1","58","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","78","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"161","2022-09-29 22:17:10","2022-09-29 22:17:38","0","100","28","1","2022-09-29 22:17:38","anonymous","PL","1","1","66","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","28","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"162","2022-09-29 22:12:43","2022-09-29 22:23:48","0","100","664","1","2022-09-29 22:23:48","anonymous","PL","1","1","25","1","1","1","7","7","2","1|2|3|4|5","8","50","26","16","0","1|2|3|4|5","2","1|2|3|4|5","50","25","15","9","1","1|2|3|4|5","5","50","50","1|2","2","45","55","1|2","2","5","2","5","7","1","Polak/Polka","Polska","Polacy","664","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","0","1","Intervention","Pass","FL_64","Intervention"
"163","2022-09-29 22:27:48","2022-09-29 22:28:34","0","100","45","1","2022-09-29 22:28:34","anonymous","PL","1","1","54","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","45","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"164","2022-09-29 22:45:32","2022-09-29 22:46:00","0","100","28","1","2022-09-29 22:46:01","anonymous","PL","1","1","51","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","28","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"165","2022-09-30 00:03:45","2022-09-30 00:04:32","0","100","46","1","2022-09-30 00:04:32","anonymous","PL","0.8999999761581421","1","59","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","46","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"166","2022-09-30 00:03:22","2022-09-30 00:09:44","0","100","382","1","2022-09-30 00:09:45","anonymous","PL","1","1","49","1","1","1","10","10","3","1|2|3|4|5","0","1","75","24","0","1|2|3|4|5","3","1|2|3|4|5","1","1","77","21","0","1|2|3|4|5","2","99","1","1|2","1","100","0","1|2","1","999","2","6","9","1","Polak/Polka","Polska","Polacy","382","Polski","Polsce","Polakiem/Polką","Polaków","Complete","40-49","0","0","Intervention","Pass","FL_88","Intervention"
"167","2022-09-30 07:18:34","2022-09-30 07:20:48","0","100","133","1","2022-09-30 07:20:48","anonymous","PL","0.8999999761581421","1","54","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","133","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"168","2022-09-30 08:12:52","2022-09-30 08:13:32","0","100","40","1","2022-09-30 08:13:33","anonymous","PL","0.8999999761581421","1","72","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","40","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"169","2022-09-30 08:19:07","2022-09-30 08:19:34","0","100","26","1","2022-09-30 08:19:35","anonymous","PL","1","1","61","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","26","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"170","2022-09-30 08:07:57","2022-09-30 08:36:23","0","100","1706","1","2022-09-30 08:36:23","anonymous","PL","1","1","75","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","1706","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"171","2022-09-30 09:20:10","2022-09-30 09:20:42","0","100","32","1","2022-09-30 09:20:42","anonymous","PL","0.8999999761581421","1","53","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","32","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"172","2022-09-30 09:21:29","2022-09-30 09:22:11","0","100","42","1","2022-09-30 09:22:11","anonymous","PL","0.8999999761581421","1","55","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","42","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"173","2022-09-30 09:41:06","2022-09-30 09:46:54","0","100","348","1","2022-09-30 09:46:56","anonymous","PL","0.8999999761581421","1","48","1","1","1","10","10","2","1|2|3|4|5","30","70","0","0","0","1|2|3|4|5","2","1|2|3|4|5","18","60","14","0","8","1|2|3|4|5","5","30","70","1|2","4","38","62","1|2","4","5","2","4","10","1","Polak/Polka","Polska","Polacy","348","Polski","Polsce","Polakiem/Polką","Polaków","Complete","40-49","1","1","Control","Pass","FL_63","Control"
"174","2022-09-30 10:33:02","2022-09-30 10:37:38","0","100","275","1","2022-09-30 10:37:38","anonymous","PL","1","1","21","1","1","1","5","5","1","4|3|2|1|5","20","20","20","20","20","4|3|2|1|5","5","4|3|2|1|5","20","20","20","20","20","4|3|2|1|5","4","50","50","2|1","3","50","50","2|1","3","7","2","4","5","1","Polak/Polka","Polska","Polacy","275","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","1","1","Control","Pass","FL_63","Control"
"175","2022-09-30 11:49:21","2022-09-30 11:51:25","0","100","123","1","2022-09-30 11:51:25","anonymous","PL","1","1","54","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","123","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"176","2022-09-30 11:58:43","2022-09-30 12:01:06","0","100","142","1","2022-09-30 12:01:07","anonymous","PL","1","1","33","0","1","1","10","8","1","1|2|3|4|5","32","47","21","0","0","1|2|3|4|5","1","1|2|3|4|5","59","24","17","0","0","1|2|3|4|5","5","40","60","1|2","3","39","61","1|2","3","5","2","6","8","1","Polak/Polka","Polska","Polacy","142","Polski","Polsce","Polakiem/Polką","Polaków","Speeder","30-39","0","1","Intervention","Pass","FL_64","Intervention"
"177","2022-09-30 12:08:34","2022-09-30 12:09:39","0","100","65","1","2022-09-30 12:09:39","anonymous","PL","1","1","62","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","65","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"178","2022-09-30 13:05:31","2022-09-30 13:06:29","0","100","58","1","2022-09-30 13:06:31","anonymous","PL","1","1","63","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","58","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"179","2022-09-30 13:12:27","2022-09-30 13:14:24","0","100","117","1","2022-09-30 13:14:25","anonymous","PL","1","1","62","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","117","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"180","2022-09-30 13:25:29","2022-09-30 13:25:52","0","100","22","1","2022-09-30 13:25:54","anonymous","PL","1","1","51","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","22","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"181","2022-09-30 16:04:35","2022-09-30 16:05:17","0","100","41","1","2022-09-30 16:05:17","anonymous","PL","0.8999999761581421","1","50","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","41","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"182","2022-09-30 16:13:23","2022-09-30 16:13:41","0","100","18","1","2022-09-30 16:13:42","anonymous","PL","1","1","50","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","18","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
